uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
105789,5074,BP-0450,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,31,0,0,0,2,5,2019,TB,RWR,19,2
105790,5074,RM-2050,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,2,2,2019,CAR,LWR,14,3
105791,5074,CN-0500,51,25,333,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,79,11.32,11.32,15.32,2,9,2019,CAR,QB,1,1
105792,5074,DM-2850,0,0,0,0,0,0,0,0,0,14,9,89,0,0,0,0,0,0,0,75,8.9,13.4,17.9,2,2,2019,CAR,LWR,12,1
105793,5074,CM-1225,0,0,0,0,0,16,5,37,0,6,2,16,0,0,0,0,0,0,0,79,5.3,6.3,7.3,2,3,2019,CAR,RB,22,1
105794,5074,CS-0050,0,0,0,0,0,1,0,2,0,13,5,91,0,0,0,0,0,10,0,77,9.3,11.8,14.3,2,3,2019,CAR,RWR,10,1
105795,5074,JW-6560,0,0,0,0,0,0,0,0,0,6,2,15,0,0,0,0,0,0,0,54,1.5,2.5,3.5,2,8,2019,CAR,RWR,13,2
105796,5074,GO-0100,0,0,0,0,0,0,0,0,0,9,6,110,0,0,0,0,0,0,0,65,11,14,20,2,13,2019,CAR,TE,88,1
105797,5074,RJ-2250,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,8,0.9,0.9,0.9,2,2,2019,TB,RB,27,2
105798,5074,CB-2775,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,18,1,2,3,2,6,2019,TB,TE,84,1
105799,5074,BW-2475,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0,0,0,0,0,2,3,2019,TB,RWR,85,3
105800,5074,OH-0250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,60,0,0,0,2,3,2019,TB,TE,80,1
105801,5074,DO-0025,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,16,0.9,1.4,1.9,2,3,2019,TB,RB,44,3
105802,5074,CH-3350,0,0,0,0,0,0,0,0,0,1,1,12,0,1,21,0,0,0,0,3,1.2,1.7,2.2,2,9,2019,CAR,LWR,15,2
105803,5075,KM-3500,40,25,349,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,60,16.36,16.36,19.36,2,1,2019,ARI,QB,1,1
105804,5075,DJ-1325,0,0,0,0,0,7,3,14,1,1,1,0,0,0,0,0,0,0,0,36,7.4,7.9,8.4,2,5,2019,ARI,RB,31,1
105805,5075,LF-0200,0,0,0,0,0,0,0,0,0,11,5,104,0,0,0,0,0,0,0,57,10.4,12.9,18.4,2,16,2019,ARI,LWR,11,1
105806,5075,MC-2900,0,0,0,0,0,0,0,0,0,3,2,13,0,0,0,0,0,0,0,19,1.3,2.3,3.3,1,11,2019,ARI,LWR,15,2
105807,5075,LJ-0150,37,24,272,0,2,16,9,120,0,0,0,0,0,0,0,0,0,0,0,79,30.88,30.88,33.88,2,2,2019,BAL,QB,8,1
105808,5075,NB-0450,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,0,10,0,49,1.4,1.9,2.4,2,5,2019,BAL,TE,86,1
105809,5075,MI-0100,0,0,0,0,0,13,4,47,0,2,2,30,0,0,0,0,0,0,0,46,7.7,8.7,9.7,2,9,2019,BAL,RB,21,1
105810,5075,MB-4075,0,0,0,0,0,0,0,0,0,13,8,86,0,0,0,0,0,0,0,51,8.6,12.6,16.6,2,1,2019,BAL,LWR,15,1
105811,5075,MA-1050,0,0,0,0,0,0,0,0,0,9,8,112,1,0,0,0,0,0,0,42,17.2,21.2,28.2,2,2,2019,BAL,TE,89,2
105812,5075,DB-6375,0,0,0,0,0,0,0,0,0,7,6,45,0,4,59,0,0,0,0,56,4.5,7.5,10.5,2,5,2019,ARI,RWR,14,1
105813,5075,CK-0825,0,0,0,0,0,0,0,0,0,8,6,114,0,3,21,0,0,0,0,56,11.4,14.4,20.4,2,2,2019,ARI,SWR,13,1
105814,5075,JH-4085,0,0,0,0,0,1,1,4,0,2,1,10,0,2,61,0,0,0,0,16,1.4,1.9,2.4,2,1,2019,BAL,RB,43,3
105815,5075,CE-0175,0,0,0,0,0,1,0,2,0,2,2,15,0,0,0,0,0,0,0,24,1.7,2.7,3.7,2,2,2019,ARI,RB,29,2
105816,5075,KJ-0537,0,0,0,0,0,0,0,0,0,2,1,31,0,0,0,0,0,0,1,19,5.1,5.6,6.1,2,1,2019,ARI,SWR,19,2
105817,5075,HH-0350,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,33,6.1,6.6,7.1,2,2,2019,BAL,TE,81,3
105818,5075,MB-3325,0,0,0,0,0,0,0,0,0,3,1,11,0,0,0,0,0,0,0,38,1.1,1.6,2.1,2,1,2019,BAL,RWR,80,1
105819,5075,MW-2450,0,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,0,0,14,2.1,2.6,3.1,2,5,2019,ARI,TE,87,2
105820,5075,CC-2100,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,15,0.6,1.1,1.6,2,9,2019,ARI,TE,85,1
105821,5075,PR-0125,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,25,0.3,0.8,1.3,2,3,2019,BAL,FB,42,1
105822,5075,WS-0925,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,44,0.5,1,1.5,2,6,2019,BAL,LWR,83,2
105823,5075,GE-0150,0,0,0,0,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,16,1.1,1.1,1.1,2,2,2019,BAL,RB,35,2
105824,5076,SB-0212,0,0,0,0,0,18,10,107,1,7,3,28,0,0,0,0,0,0,0,61,19.5,21,25.5,2,2,2019,NYG,RB,26,1
105825,5076,BF-0950,0,0,0,0,0,1,1,20,0,10,5,51,0,0,0,0,0,5,0,55,7.1,9.6,12.1,2,6,2019,NYG,LWR,18,1
105826,5076,FG-0200,0,0,0,0,0,19,12,68,1,2,2,15,0,0,0,0,0,0,0,45,14.3,15.3,16.3,2,15,2019,BUF,RB,20,1
105827,5076,JA-1087,30,19,253,0,1,7,4,21,1,0,0,0,0,0,0,0,0,0,0,76,22.22,22.22,22.22,2,2,2019,BUF,QB,17,1
105828,5076,EM-0200,45,26,250,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,70,10.2,12.2,12.2,2,16,2019,NYG,QB,10,1
105829,5076,EE-0400,0,0,0,0,0,0,0,0,0,8,6,48,0,0,0,0,0,0,0,55,4.8,7.8,10.8,2,3,2019,NYG,TE,88,1
105830,5076,TJ-2350,0,0,0,0,0,0,0,0,0,4,3,38,1,3,75,0,0,5,0,30,9.8,11.3,12.8,1,6,2019,NYG,LWR,2,4
105831,5076,CL-0275,0,0,0,0,0,0,0,0,0,5,3,30,0,0,0,0,0,0,0,40,3,4.5,6,2,6,2019,NYG,RWR,12,2
105832,5076,LS-1550,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,1,0,41,0.8,1.3,1.8,2,9,2019,BUF,TE,85,2
105833,5076,CB-1130,0,0,0,0,0,0,0,0,0,4,4,83,0,0,0,0,0,0,0,37,8.3,10.3,12.3,2,8,2019,BUF,SWR,10,1
105834,5076,IM-0125,0,0,0,0,0,1,1,4,0,2,2,40,1,0,0,0,0,0,0,17,10.4,11.4,12.4,2,3,2019,BUF,SWR,19,2
105835,5076,PD-0700,0,0,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,16,0.4,0.9,1.4,2,9,2019,BUF,FB,42,1
105836,5076,DK-0950,0,0,0,0,0,0,0,0,0,4,1,18,0,0,0,0,0,15,0,41,1.8,2.3,2.8,2,1,2019,BUF,TE,88,3
105837,5076,JB-6950,0,0,0,0,0,0,0,0,0,8,7,72,0,0,0,0,0,0,0,60,7.2,10.7,14.2,2,6,2019,BUF,LWR,15,1
105838,5076,RF-1075,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,2,2,2019,BUF,LWR,16,2
105839,5076,DS-2177,0,0,0,0,0,6,3,57,1,0,0,0,0,0,0,0,0,0,0,25,11.7,11.7,11.7,2,1,2019,BUF,RB,26,2
105840,5076,ZJ-0100,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,0,0,0,45,1.4,1.9,2.4,2,3,2019,BUF,RWR,11,1
105841,5076,CC-4450,0,0,0,0,0,0,0,0,0,5,3,28,0,0,0,0,0,0,0,14,2.8,4.3,5.8,2,4,2019,NYG,LWR,17,3
105842,5076,RS-0975,0,0,0,0,0,0,0,0,0,3,2,19,0,0,0,0,0,0,0,41,1.9,2.9,3.9,2,7,2019,NYG,LWR,81,2
105843,5076,RE-0400,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,33,0.8,1.3,1.8,2,8,2019,NYG,TE,85,2
105844,5076,TS-3656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,2,1,2019,BUF,TE,89,4
105845,5076,WG-0050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,2,3,2019,NYG,RB,22,2
105846,5077,CK-0250,37,26,221,0,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,62,16.74,16.74,16.74,2,8,2019,WAS,QB,8,1
105847,5077,TM-2275,0,0,0,0,0,0,0,0,0,9,5,62,1,0,0,0,0,0,0,56,12.2,14.7,17.2,2,1,2019,WAS,LWR,17,1
105848,5077,JS-5475,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,15,0,22,1.1,1.6,2.1,2,3,2019,WAS,TE,87,3
105849,5077,AP-0700,0,0,0,0,0,10,5,25,1,2,2,7,0,0,0,0,0,0,0,18,9.2,10.2,11.2,1,13,2019,WAS,RB,26,1
105850,5077,TQ-0100,0,0,0,0,0,0,0,0,0,7,4,36,0,2,9,0,0,0,0,49,3.6,5.6,7.6,2,2,2019,WAS,SWR,14,1
105851,5077,CT-1220,0,0,0,0,0,2,1,3,0,8,5,48,0,0,0,0,0,0,0,28,5.1,7.6,10.1,2,7,2019,WAS,RB,25,2
105852,5077,RC-1500,0,0,0,0,0,2,2,11,0,6,5,24,0,3,15,0,0,0,0,53,3.5,6,8.5,2,9,2019,DAL,SWR,18,1
105853,5077,EE-0250,0,0,0,0,0,23,13,111,1,2,2,9,0,0,0,0,0,0,0,53,18,19,23,2,4,2019,DAL,RB,21,1
105854,5077,DP-2037,30,26,269,1,3,5,4,69,0,0,0,0,0,0,0,0,0,0,0,70,27.66,28.66,28.66,2,4,2019,DAL,QB,4,1
105855,5077,MG-0175,0,0,0,0,0,0,0,0,0,8,6,68,0,0,0,0,0,0,0,47,6.8,9.8,12.8,2,2,2019,DAL,LWR,13,1
105856,5077,PR-0150,0,0,0,0,0,0,0,0,0,3,3,16,1,0,0,0,0,0,0,54,7.6,9.1,10.6,2,6,2019,WAS,RWR,10,1
105857,5077,JW-6000,0,0,0,0,0,0,0,0,0,4,4,25,1,0,0,0,0,0,0,54,8.5,10.5,12.5,2,17,2019,DAL,TE,82,1
105858,5077,SS-1537,0,0,0,0,0,3,1,16,0,1,1,3,0,1,20,0,0,0,0,5,1.9,2.4,2.9,2,1,2019,WAS,SWR,15,2
105859,5077,AC-2350,0,0,0,0,0,0,0,0,0,5,4,44,1,0,0,0,0,10,0,64,10.4,12.4,14.4,2,5,2019,DAL,RWR,19,1
105860,5077,WS-0650,0,0,0,0,0,1,0,4,0,2,2,9,0,0,0,0,0,0,0,16,1.3,2.3,3.3,1,4,2019,WAS,RB,34,1
105861,5077,CW-3250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,6,0,0,0,1,2,2019,DAL,RWR,16,2
105862,5077,DS-3031,0,0,0,0,0,0,0,0,0,3,3,74,1,0,0,0,0,0,0,18,13.4,14.9,16.4,2,5,2019,DAL,LWR,15,2
105863,5077,TP-1650,0,0,0,0,0,4,3,22,0,1,1,3,0,0,0,0,0,0,0,17,2.5,3,3.5,2,1,2019,DAL,RB,20,2
105864,5077,VD-0100,0,0,0,0,0,0,0,0,0,4,3,29,0,0,0,0,0,0,0,46,2.9,4.4,5.9,2,14,2019,WAS,TE,85,2
105865,5077,BJ-0950,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,24,2.2,2.7,3.2,2,3,2019,DAL,TE,89,2
105866,5078,DJ-0850,0,0,0,0,0,0,0,0,0,1,1,11,0,1,26,0,0,0,0,1,1.1,1.6,2.1,2,5,2019,TEN,LWR,15,2
105867,5078,MM-0912,28,19,154,0,1,5,2,32,0,0,0,0,0,0,0,0,0,5,0,60,13.36,13.36,13.36,2,5,2019,TEN,QB,8,1
105868,5078,DW-0500,0,0,0,0,0,0,0,0,0,6,4,39,0,0,0,0,0,0,0,34,3.9,5.9,7.9,2,14,2019,TEN,TE,82,1
105869,5078,DH-2450,0,0,0,0,0,15,9,81,1,3,2,12,0,0,0,0,0,0,0,30,15.3,16.3,17.3,2,4,2019,TEN,RB,22,1
105870,5078,CR-1525,0,0,0,0,0,0,0,0,0,4,3,24,0,5,42,0,0,0,0,29,2.4,3.9,5.4,2,4,2019,IND,RWR,80,2
105871,5078,JB-5725,28,17,146,1,3,7,4,25,0,0,0,0,0,0,0,0,1,10,0,72,16.34,17.34,18.34,2,4,2019,IND,QB,7,1
105872,5078,JD-2550,0,0,0,0,0,0,0,0,0,3,2,21,0,0,0,0,0,0,0,51,2.1,3.1,4.1,2,7,2019,IND,TE,84,1
105873,5078,MM-0050,0,0,0,0,0,20,7,51,0,3,2,12,0,0,0,0,0,0,0,49,6.3,7.3,8.3,2,3,2019,IND,RB,25,1
105874,5078,EE-0050,0,0,0,0,0,0,0,0,0,4,3,25,1,0,0,0,0,0,0,34,8.5,10,11.5,2,6,2019,IND,TE,85,1
105875,5078,AB-3150,0,0,0,0,0,0,0,0,0,5,3,25,0,0,0,0,0,0,0,27,2.5,4,5.5,2,1,2019,TEN,RWR,11,2
105876,5078,MA-0487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,2,3,2019,IND,TE,81,2
105877,5078,TH-1850,0,0,0,0,0,0,0,0,0,6,4,43,1,0,0,0,0,0,0,65,10.3,12.3,14.3,2,8,2019,IND,LWR,13,1
105878,5078,TS-1262,0,0,0,0,0,0,0,0,0,2,2,24,0,0,0,0,0,0,0,32,2.4,3.4,4.4,2,4,2019,TEN,RWR,19,1
105879,5078,CD-0975,0,0,0,0,0,0,0,0,0,5,3,38,0,0,0,0,0,0,0,50,3.8,5.3,6.8,2,3,2019,TEN,LWR,84,1
105880,5078,DQ-0100,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,6.1,6.6,7.1,2,7,2019,TEN,LT,72,2
105881,5078,PC-0050,0,0,0,0,0,0,0,0,0,1,1,12,1,2,41,0,0,0,0,18,7.2,7.7,8.2,2,1,2019,IND,LWR,15,3
105882,5078,NH-1237,0,0,0,0,0,2,1,9,0,2,1,5,0,0,0,0,0,0,0,14,1.4,1.9,2.4,2,2,2019,IND,RB,21,2
105883,5078,JW-3325,0,0,0,0,0,5,4,82,0,1,1,4,0,0,0,0,0,0,0,11,8.6,9.1,9.6,1,2,2019,IND,RB,20,3
105884,5078,DL-1700,0,0,0,0,0,3,1,9,0,1,1,5,0,0,0,0,0,0,0,30,1.4,1.9,2.4,2,9,2019,TEN,RB,33,2
105885,5078,AH-3862,0,0,0,0,0,1,0,1,0,2,2,-1,0,0,0,0,0,0,0,34,0,1,2,2,5,2019,TEN,SWR,10,1
105886,5078,DC-0025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,2,2,2019,IND,LWR,11,2
105887,5079,LF-0650,0,0,0,0,0,15,6,47,0,6,4,40,0,0,0,0,0,0,0,65,8.7,10.7,12.7,2,3,2019,JAC,RB,27,1
105888,5079,GM-1350,33,23,213,0,1,6,3,56,0,0,0,0,0,0,0,0,1,0,0,67,16.12,16.12,17.12,2,1,2019,JAC,QB,15,1
105889,5079,DC-1418,0,0,0,0,0,0,0,0,0,9,7,55,1,0,0,0,0,0,0,55,11.5,15,18.5,2,2,2019,JAC,RWR,17,2
105890,5079,GS-1400,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,35,1.4,2.9,4.4,2,5,2019,JAC,TE,87,1
105891,5079,DC-1050,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,1,0,0,0,2,5,2019,HOU,SWR,14,2
105892,5079,CH-5000,0,0,0,0,0,20,13,90,0,0,0,0,0,0,0,0,0,0,0,40,9,9,9,2,6,2019,HOU,RB,23,1
105893,5079,DW-1725,29,16,159,0,0,4,2,5,1,0,0,0,0,0,0,0,0,0,0,66,12.86,12.86,12.86,2,3,2019,HOU,QB,4,1
105894,5079,DH-3950,0,0,0,0,0,0,0,0,0,8,5,40,0,0,0,0,0,0,0,62,4,6.5,9,2,7,2019,HOU,LWR,10,1
105895,5079,DW-2275,0,0,0,0,0,0,0,0,0,5,1,3,0,5,3,0,0,10,0,58,0.3,0.8,1.3,2,3,2019,JAC,SWR,12,1
105896,5079,KC-2375,0,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,29,0.7,1.7,2.7,1,2,2019,HOU,SWR,16,1
105897,5079,WF-0300,0,0,0,0,0,0,0,0,0,7,4,40,0,0,0,0,0,0,0,60,4,6,8,2,4,2019,HOU,RWR,15,1
105898,5079,DJ-1850,0,0,0,0,0,6,2,31,0,1,0,0,0,0,0,0,0,0,0,26,3.1,3.1,3.1,2,5,2019,HOU,RB,25,2
105899,5079,KS-2350,0,0,0,0,0,0,0,0,0,3,2,38,0,0,0,0,0,0,0,25,3.8,4.8,5.8,2,7,2019,HOU,RWR,12,2
105900,5079,DF-0550,0,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,44,0.9,1.4,1.9,2,7,2019,HOU,TE,87,1
105901,5079,TE-0350,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,2,0,0,0,2,4,2019,JAC,RB,24,3
105902,5079,JO-0150,0,0,0,0,0,0,0,0,0,4,4,28,0,0,0,0,0,0,0,44,2.8,4.8,6.8,2,5,2019,JAC,TE,80,1
105903,5079,CC-3950,0,0,0,0,0,0,0,0,0,5,4,73,0,0,0,0,0,0,0,57,7.3,9.3,11.3,2,5,2019,JAC,SWR,18,2
105904,5079,JA-0462,0,0,0,0,0,0,0,0,0,3,2,25,0,0,0,0,0,0,0,39,2.5,3.5,4.5,2,2,2019,HOU,TE,88,2
105905,5080,PR-0300,36,21,293,1,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,67,10.92,11.92,11.92,2,16,2019,LAC,QB,17,1
105906,5080,KA-0650,0,0,0,0,0,0,0,0,0,15,8,98,0,0,0,0,0,0,0,61,9.8,13.8,17.8,2,7,2019,LAC,LWR,13,1
105907,5080,AE-0550,0,0,0,0,0,17,9,66,1,6,6,67,0,0,0,0,1,0,0,49,17.3,20.3,24.3,2,3,2019,LAC,RB,30,1
105908,5080,KJ-0587,0,0,0,0,0,12,7,41,0,3,2,47,1,0,0,0,0,0,0,33,14.8,15.8,16.8,2,2,2019,DET,RB,33,1
105909,5080,MS-4100,30,22,245,2,2,4,2,13,0,0,0,0,0,0,0,0,0,0,0,61,15.1,17.1,17.1,2,11,2019,DET,QB,9,1
105910,5080,TH-1875,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,10,0,48,0.7,1.2,1.7,2,1,2019,DET,TE,88,2
105911,5080,JJ-0575,0,0,0,0,0,7,3,59,0,1,1,5,0,0,0,0,0,0,0,18,6.4,6.9,7.4,2,2,2019,LAC,RB,22,2
105912,5080,MW-2825,0,0,0,0,0,0,0,0,0,5,3,83,0,0,0,0,0,0,0,41,8.3,9.8,11.3,2,3,2019,LAC,RWR,81,1
105913,5080,JJ-0725,0,0,0,0,0,0,0,0,0,4,3,18,0,0,0,0,0,5,0,30,1.8,3.3,4.8,2,5,2019,DET,TE,83,1
105914,5080,KG-0650,0,0,0,0,0,0,0,0,0,10,8,117,1,0,0,0,0,0,0,56,17.7,21.7,28.7,2,3,2019,DET,LWR,19,1
105915,5080,CA-0750,0,0,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,12,0.8,0.8,0.8,2,7,2019,DET,RB,26,2
105916,5080,TJ-2275,0,0,0,0,0,5,3,30,0,2,2,6,0,0,0,0,0,0,0,13,3.6,4.6,5.6,2,1,2019,DET,RB,31,3
105917,5080,MJ-2250,0,0,0,0,0,0,0,0,0,6,5,43,0,0,0,0,0,0,0,56,4.3,6.8,9.3,2,8,2019,DET,RWR,11,1
105918,5080,TB-1060,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,44,0,0,0,2,8,2019,LAC,LWR,12,2
105919,5080,DA-0900,0,0,0,0,0,0,0,0,0,1,0,0,0,2,27,0,0,0,0,35,0,0,0,2,12,2019,DET,SWR,80,1
105920,5080,NB-0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,2,2,2019,DET,FB,46,1
105921,5080,DW-1750,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,6,0.3,0.8,1.3,2,4,2019,LAC,FB,34,1
105922,5080,JM-3475,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.2,0.2,2,4,2019,DET,RB,41,4
105923,5080,LT-0275,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,6,0.7,1.2,1.7,2,6,2019,DET,TE,82,3
105924,5080,DI-0075,0,0,0,0,0,0,0,0,0,2,1,28,0,0,0,0,0,10,0,38,2.8,3.3,3.8,2,9,2019,LAC,LWR,15,3
105925,5080,VG-0300,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,59,0.9,1.4,1.9,2,9,2019,LAC,TE,88,2
105926,5081,AR-1300,34,22,209,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,74,14.36,14.36,15.36,2,15,2019,GB,QB,12,1
105927,5081,DA-0212,0,0,0,0,0,0,0,0,0,9,7,106,0,0,0,0,0,5,0,71,10.6,14.1,20.6,2,6,2019,GB,LWR,17,1
105928,5081,AJ-1143,0,0,0,0,0,23,15,116,1,6,4,34,0,0,0,0,0,0,0,43,21,23,28,2,3,2019,GB,RB,33,1
105929,5081,JW-3650,0,0,0,0,0,9,3,28,0,4,3,13,1,0,0,0,0,0,0,35,10.1,11.6,13.1,2,3,2019,GB,RB,30,2
105930,5081,KC-2350,32,14,230,2,1,2,2,17,0,0,0,0,0,0,0,0,1,0,0,65,8.9,10.9,11.9,2,8,2019,MIN,QB,8,1
105931,5081,DC-3550,0,0,0,0,0,20,11,154,1,3,3,37,0,0,0,0,0,10,0,47,25.1,26.6,31.1,2,3,2019,MIN,RB,33,1
105932,5081,AT-0350,0,0,0,0,0,0,0,0,0,8,5,75,0,0,0,0,0,10,0,64,7.5,10,12.5,2,7,2019,MIN,LWR,19,1
105933,5081,AM-0825,0,0,0,0,0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,8,2.5,2.5,2.5,2,1,2019,MIN,RB,25,2
105934,5081,CH-0525,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,0,0,0,2,4,2019,MIN,FB,30,1
105935,5081,SD-0537,0,0,0,0,0,0,0,0,0,7,1,49,1,0,0,0,0,25,0,58,10.9,11.4,11.9,2,5,2019,MIN,RWR,14,1
105936,5081,MV-0012,0,0,0,0,0,0,0,0,0,6,3,19,0,0,0,0,0,0,0,65,1.9,3.4,4.9,2,2,2019,GB,RWR,83,1
105937,5081,GA-0250,0,0,0,0,0,0,0,0,0,5,4,25,1,0,0,0,1,0,0,34,6.5,8.5,11.5,2,4,2019,GB,RWR,81,2
105938,5081,TD-0737,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,2,4,2019,GB,LWR,11,3
105939,5081,CB-1152,0,0,0,0,0,0,0,0,0,2,1,61,0,6,25,0,0,0,0,16,6.1,6.6,7.1,2,2,2019,MIN,LWR,12,2
105940,5081,ML-1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,2,14,2019,GB,TE,89,2
105941,5081,JG-2900,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,54,0,0,0,2,10,2019,GB,TE,80,1
105942,5081,KR-1200,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,65,0.9,2.4,3.9,2,9,2019,MIN,TE,82,1
105943,5081,AA-0025,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0.2,0.2,2,5,2019,MIN,RB,31,3
105944,5081,IS-0275,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,27,-0.1,0.4,0.9,2,1,2019,MIN,TE,84,2
105945,5081,JK-2250,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,6,1.2,1.7,2.2,2,5,2019,GB,LWR,16,2
105946,5082,KB-0150,0,0,0,0,0,4,1,6,0,5,1,6,0,0,0,0,0,0,0,21,1.2,1.7,2.2,2,2,2019,MIA,RB,27,2
105947,5082,JG-2950,0,0,0,0,0,1,0,-4,0,7,3,22,0,3,44,0,0,0,0,38,1.8,3.3,4.8,2,4,2019,MIA,RWR,19,1
105948,5082,RF-0500,21,11,89,3,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,38,-1.84,1.16,1.16,2,15,2019,MIA,QB,14,1
105949,5082,GO-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,2,1,2019,NE,RWR,80,4
105950,5082,SM-2625,0,0,0,0,0,21,12,85,1,0,0,0,0,0,0,0,1,0,0,35,12.5,12.5,13.5,2,2,2019,NE,RB,26,1
105951,5082,TB-2300,28,20,264,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,72,24.66,24.66,24.66,2,20,2019,NE,QB,12,1
105952,5082,AB-3500,0,0,0,0,0,1,1,5,0,8,4,56,1,0,0,0,0,0,0,24,12.1,14.1,16.1,1,10,2019,NE,LWR,17,1
105953,5082,JE-0100,0,0,0,0,0,1,0,1,0,4,4,51,0,0,0,0,0,0,0,66,5.2,7.2,9.2,2,11,2019,NE,RWR,11,1
105954,5082,JD-1650,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,27,0.3,0.3,0.3,2,10,2019,NE,RB,46,2
105955,5082,PW-1150,0,0,0,0,0,0,0,0,0,6,4,63,0,0,0,0,0,0,0,42,6.3,8.3,10.3,2,1,2019,MIA,LWR,18,2
105956,5082,NO-0150,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,14,0.6,1.1,1.6,2,5,2019,MIA,TE,83,3
105957,5082,MG-0325,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,35,1.1,1.6,2.1,2,2,2019,MIA,TE,88,1
105958,5082,PD-0800,0,0,0,0,0,0,0,0,0,3,3,39,0,0,0,0,0,0,0,35,3.9,5.4,6.9,2,5,2019,NE,LWR,13,2
105959,5082,KD-1462,0,0,0,0,0,6,0,19,0,6,5,29,0,0,0,0,0,0,0,34,4.8,7.3,9.8,2,4,2019,MIA,RB,32,1
