uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
118251,5076,832328,NYG,6,PUNT,2,0,28,67,2,1,0,1,0,0,0,12,2,1,0,0,12,INT
118252,5076,832330,BUF,6,INT,2,0,47,28,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
118253,5076,832333,BUF,7,KOFF,3,1,30,25,3,0,0,0,0,3,1,-5,2,0,0,0,-2,PUNT
118254,5076,832337,NYG,7,PUNT,3,5,35,37,8,5,1,1,0,7,2,19,6,4,0,15,11,PUNT
118255,5076,832348,BUF,8,PUNT,3,1,57,14,4,1,0,0,1,10,2,3,2,1,9,5,17,PUNT
118256,5076,832355,NYG,8,PUNT,3,1,9,20,3,1,0,0,0,-1,1,8,2,1,0,0,7,PUNT
118257,5076,832359,BUF,9,PUNT,3,1,36,25,3,0,0,0,0,0,0,7,3,1,0,5,2,PUNT
118258,5076,832364,NYG,9,PUNT,3,6,17,24,12,8,1,5,0,20,5,56,7,7,0,0,76,TD
118259,5076,832378,BUF,10,KOFF,4,6,3,25,13,9,3,2,0,55,8,29,5,2,6,15,75,TD
118260,5076,832395,NYG,10,KOFF,4,0,52,25,6,1,1,0,0,12,1,0,5,0,5,0,17,DWNS
118261,5076,832402,BUF,11,DWNS,4,0,22,58,3,0,0,0,0,7,3,0,0,0,0,5,2,PUNT
118262,5076,832407,NYG,11,PUNT,4,1,5,13,4,1,0,1,0,0,0,36,4,2,0,0,36,INT
118263,5076,832411,BUF,12,INT,4,3,8,2,5,3,1,0,0,19,5,0,0,0,0,1,18,PUNT
118264,5076,832418,NYG,12,PUNT,4,0,26,40,3,3,0,2,0,0,0,48,3,3,0,0,48,ENDQ
118265,5077,832422,WAS,1,KOFF,1,2,25,25,5,1,0,1,0,-4,1,21,4,2,0,0,17,PUNT
118266,5077,832428,DAL,1,PUNT,1,1,32,10,3,0,0,0,0,2,1,4,2,1,0,0,6,PUNT
118267,5077,832432,WAS,2,PUNT,1,2,23,44,3,2,0,0,0,0,0,17,3,3,0,10,7,PUNT
118268,5077,832437,DAL,2,PUNT,1,3,32,10,6,4,1,0,0,18,2,15,4,3,0,0,33,INT
118269,5077,832443,WAS,3,INT,1,5,53,62,10,7,2,2,0,31,8,17,2,2,0,10,38,TD
118270,5077,832456,DAL,3,KOFF,2,1,26,25,3,1,0,0,0,5,1,-8,2,0,0,0,-3,PUNT
118271,5077,832460,WAS,4,PUNT,2,3,5,26,5,1,1,0,1,16,3,-13,2,0,20,10,13,PUNT
118272,5077,832469,DAL,4,PUNT,2,3,34,3,7,5,1,3,0,24,3,73,4,4,0,0,97,TD
118273,5077,832478,WAS,5,KOFF,2,1,38,25,3,1,0,0,0,0,0,7,3,2,0,0,7,PUNT
118274,5077,832482,DAL,5,PUNT,2,4,23,17,11,6,2,2,0,56,6,18,5,4,9,0,83,TD
118275,5077,832497,WAS,6,KOFF,2,0,9,19,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
118276,5077,832499,DAL,6,KOFF,3,5,2,25,9,7,1,3,0,21,4,64,5,5,0,10,75,TD
118277,5077,832511,WAS,7,KOFF,3,5,28,25,11,6,1,3,1,1,2,69,9,6,5,0,75,TD
118278,5077,832525,DAL,7,KOFF,3,5,39,25,11,7,2,2,0,29,4,54,6,6,0,15,68,FG
118279,5077,832539,WAS,8,KOFF,4,2,47,25,6,2,0,1,0,4,2,25,4,2,0,0,29,DWNS
118280,5077,832545,DAL,8,DWNS,4,5,57,46,10,7,2,2,0,13,7,41,3,3,0,0,54,TD
118281,5077,832557,WAS,9,KOFF,4,2,50,25,11,9,0,5,0,0,0,65,11,9,15,5,75,TD
118282,5077,832571,DAL,9,KOFF,4,2,17,13,6,4,2,0,0,45,6,0,0,0,0,0,45,ENDQ
118283,5078,832578,TEN,1,KOFF,1,1,48,28,3,0,0,0,0,-3,1,12,2,1,0,0,9,PUNT
118284,5078,832582,IND,1,PUNT,1,4,19,22,7,5,1,2,1,10,2,22,5,4,46,0,78,TD
118285,5078,832592,TEN,2,KOFF,1,1,28,25,3,0,0,0,0,3,1,6,2,1,0,0,9,PUNT
118286,5078,832596,IND,2,PUNT,1,1,59,18,3,0,0,0,0,2,1,11,2,1,0,9,4,PUNT
118287,5078,832601,TEN,3,PUNT,1,5,31,28,10,8,2,4,0,22,4,50,6,6,0,0,72,TD
118288,5078,832613,IND,3,KOFF,2,6,55,27,12,6,3,2,1,48,8,31,4,2,9,15,73,TD
118289,5078,832630,TEN,4,KOFF,2,4,8,25,5,2,1,0,0,7,2,-7,3,2,0,10,-10,PUNT
118290,5078,832637,IND,4,PUNT,2,1,31,44,3,0,0,0,0,4,2,0,1,0,0,0,4,INT
118291,5078,832640,TEN,5,INT,2,1,8,40,5,1,0,1,0,0,0,13,5,3,0,0,13,PUNT
118292,5078,832646,IND,5,PUNT,2,1,13,10,8,5,1,1,0,4,1,37,7,4,0,0,41,ENDQ
118293,5078,832655,IND,6,KOFF,3,1,51,10,3,0,0,0,0,3,2,0,1,0,0,0,3,PUNT
118294,5078,832659,TEN,6,PUNT,3,1,38,60,4,4,2,1,0,13,3,25,1,1,2,0,40,TD
118295,5078,832666,IND,7,KOFF,3,4,17,25,8,6,2,1,0,16,5,4,3,2,0,0,20,FUM
118296,5078,832674,TEN,7,FUM,3,2,39,55,5,1,1,0,1,19,2,-5,2,1,0,0,14,FG
118297,5078,832680,IND,8,KOFF,3,3,2,25,6,3,1,0,0,13,3,4,3,1,0,5,12,PUNT
118298,5078,832688,TEN,8,PUNT,3,6,2,13,11,5,2,1,1,42,8,4,2,1,14,0,60,MFG
118299,5078,832700,IND,9,MFG,4,2,11,35,3,1,0,0,0,0,1,5,2,1,0,0,5,PUNT
118300,5078,832704,TEN,9,PUNT,4,1,39,20,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
118301,5078,832708,IND,10,PUNT,4,2,3,31,4,3,2,1,0,62,2,7,2,2,0,0,69,TD
118302,5078,832714,TEN,10,KOFF,4,1,9,25,3,0,0,0,0,0,0,9,3,1,0,5,9,PUNT
118303,5078,832719,IND,11,PUNT,4,2,22,26,7,1,1,0,0,6,6,0,1,0,5,0,11,PUNT
118304,5078,832728,TEN,11,PUNT,4,0,56,28,6,3,1,0,0,15,1,12,5,2,0,0,27,DWNS
118305,5078,832734,IND,12,DWNS,4,0,11,45,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
118306,5079,832736,JAC,1,KOFF,1,3,8,25,5,1,0,1,0,4,2,5,3,2,0,0,9,PUNT
118307,5079,832742,HOU,1,PUNT,1,1,22,17,3,1,0,0,0,6,1,3,2,1,0,0,9,PUNT
118308,5079,832746,JAC,2,PUNT,1,1,21,26,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
118309,5079,832750,HOU,2,PUNT,1,7,15,8,15,9,1,4,0,30,5,36,9,6,5,0,71,FG
118310,5079,832766,JAC,3,KOFF,1,3,19,15,6,1,1,0,0,24,3,0,3,1,5,0,29,PUNT
118311,5079,832773,HOU,3,PUNT,2,2,1,8,4,1,0,1,0,3,1,20,3,1,0,0,23,PUNT
118312,5079,832778,JAC,4,PUNT,2,1,38,15,3,0,0,0,0,2,1,2,2,1,0,0,4,PUNT
118313,5079,832782,HOU,4,PUNT,2,1,19,33,3,0,0,0,0,0,1,-8,2,0,0,0,-8,PUNT
118314,5079,832786,JAC,5,PUNT,2,5,20,31,10,6,2,1,0,28,3,24,6,4,0,5,47,FG
118315,5079,832798,HOU,5,KOFF,2,3,17,25,11,6,1,3,0,23,3,53,7,4,0,5,71,FG
118316,5079,832811,HOU,6,KOFF,3,3,8,25,5,2,1,0,0,22,3,8,2,1,0,5,15,PUNT
118317,5079,832818,JAC,6,PUNT,3,3,4,25,5,1,0,1,0,3,2,13,3,2,0,0,16,PUNT
118318,5079,832824,HOU,7,PUNT,3,2,8,12,5,2,1,0,0,8,2,7,3,1,0,0,15,PUNT
118319,5079,832830,JAC,7,PUNT,3,3,4,36,4,3,0,1,0,10,2,21,2,2,0,15,16,PUNT
118320,5079,832837,HOU,8,PUNT,3,5,10,1,9,5,2,0,0,21,7,9,2,1,0,0,30,PUNT
118321,5079,832847,JAC,8,PUNT,4,0,27,30,1,0,0,0,0,0,0,-9,1,0,0,10,-19,FUM
118322,5079,832849,HOU,9,FUM,4,1,24,89,4,2,1,0,1,11,3,0,1,0,0,0,11,TD
118323,5079,832855,JAC,9,KOFF,4,5,34,25,9,4,0,3,0,0,1,86,7,6,0,25,61,FG
118324,5079,832868,HOU,10,KOFF,4,2,25,25,5,1,0,1,0,3,3,9,2,1,0,10,2,PUNT
118325,5079,832875,JAC,10,PUNT,4,3,7,32,15,8,2,3,0,27,5,36,9,5,5,0,68,TD
118326,5079,832892,HOU,11,KOFF,4,0,29,52,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
118327,5080,832894,LAC,1,KOFF,1,1,12,26,3,0,0,0,0,3,1,0,2,0,0,0,3,PUNT
118328,5080,832898,DET,1,PUNT,1,1,27,21,3,0,0,0,0,3,2,0,1,0,0,0,3,PUNT
118329,5080,832902,LAC,2,PUNT,1,4,24,32,9,6,1,3,0,11,4,57,5,3,0,0,68,TD
118330,5080,832913,DET,2,KOFF,1,3,47,25,8,7,2,2,0,15,3,60,5,4,0,0,75,TD
118331,5080,832923,LAC,3,KOFF,1,2,21,25,3,1,0,0,0,1,1,0,2,1,0,0,1,PUNT
118332,5080,832927,DET,3,PUNT,1,4,29,14,8,4,1,1,0,14,4,18,4,3,0,0,32,PUNT
118333,5080,832936,LAC,4,PUNT,2,1,40,12,4,1,1,0,0,16,2,0,2,0,0,0,16,PUNT
118334,5080,832942,DET,4,PUNT,2,4,43,14,10,6,3,1,1,33,6,16,3,2,15,0,64,MFG
118335,5080,832952,LAC,5,MFG,2,2,28,30,4,0,0,0,0,0,1,4,3,2,5,0,9,PUNT
118336,5080,832958,DET,5,PUNT,2,2,9,20,6,2,0,1,0,2,2,27,4,2,5,5,34,PUNT
118337,5080,832967,LAC,6,PUNT,2,1,20,3,7,3,0,3,0,2,1,74,5,3,0,0,76,FG
118338,5080,832975,DET,6,KOFF,3,3,27,30,7,3,1,1,0,14,3,40,4,3,0,20,34,INT
118339,5080,832983,LAC,7,INT,3,3,7,20,6,4,1,2,1,46,3,49,3,3,12,30,77,FUM
118340,5080,832992,DET,7,FUM,3,2,2,3,3,1,0,0,1,2,2,6,1,1,0,0,8,PUNT
118341,5080,832996,LAC,8,PUNT,3,4,15,37,8,5,1,1,0,19,3,23,4,3,0,0,42,MFG
118342,5080,833004,DET,8,MFG,3,1,10,29,2,1,0,1,0,0,0,10,2,1,0,5,5,INT
118343,5080,833007,LAC,9,INT,3,4,14,15,8,5,0,2,0,16,4,46,3,2,0,0,62,MFG
118344,5080,833015,DET,9,MFG,4,4,24,31,8,6,0,4,0,8,3,61,5,5,0,0,69,TD
118345,5080,833025,LAC,10,KOFF,4,6,18,20,13,4,2,2,0,23,5,34,8,4,0,5,52,INT
118346,5080,833039,DET,10,INT,4,1,3,20,4,1,0,1,0,3,3,7,1,1,0,0,10,ENDQ
118347,5081,833044,GB,1,KOFF,1,2,10,25,4,4,1,2,0,21,2,54,2,2,0,0,75,TD
118348,5081,833050,MIN,1,KOFF,1,3,34,25,8,3,1,2,0,13,3,33,4,2,0,0,46,MFG
118349,5081,833058,GB,2,MFG,1,5,58,37,11,6,0,4,0,3,4,65,7,6,0,5,63,TD
118350,5081,833072,MIN,2,KOFF,1,2,2,25,4,1,1,0,0,14,3,-7,1,0,0,0,8,FUM
118351,5081,833076,GB,3,FUM,1,2,0,67,4,4,1,2,1,11,2,22,2,2,0,0,33,TD
118352,5081,833082,MIN,3,KOFF,2,0,16,25,2,1,1,0,0,75,1,0,1,0,0,0,75,TD
118353,5081,833086,GB,4,KOFF,2,1,24,25,3,2,1,0,1,14,2,8,1,1,25,0,47,FUM
118354,5081,833090,MIN,4,FUM,2,0,57,28,3,0,0,0,1,2,1,0,2,0,0,0,2,PUNT
118355,5081,833094,GB,5,PUNT,2,2,11,30,3,2,0,0,0,9,3,0,0,0,0,0,9,PUNT
118356,5081,833098,MIN,5,PUNT,2,1,31,21,3,2,0,0,0,8,2,0,1,0,0,0,8,PUNT
118357,5081,833102,GB,6,PUNT,2,3,1,23,6,2,0,1,0,6,1,3,5,2,0,5,4,PUNT
118358,5081,833110,MIN,6,PUNT,2,0,52,40,3,1,0,0,0,0,0,4,3,1,0,0,4,INT
118359,5081,833113,GB,7,INT,2,2,31,53,6,4,1,0,0,15,4,5,2,2,0,0,20,DWNS
118360,5081,833119,MIN,7,DWNS,2,0,42,27,6,2,0,1,0,4,2,61,3,1,5,10,60,FG
118361,5081,833127,GB,8,KOFF,2,0,28,25,3,0,0,0,0,0,0,-6,3,1,0,0,-6,PUNT
118362,5081,833131,MIN,8,PUNT,2,0,23,37,1,0,0,0,0,2,1,0,0,0,0,10,-8,ENDQ
118363,5081,833134,MIN,9,KOFF,3,1,11,25,3,0,0,0,0,-2,1,11,2,1,0,0,9,PUNT
118364,5081,833138,GB,9,PUNT,3,3,42,25,6,2,0,1,0,11,4,16,2,2,0,5,22,FUM
118365,5081,833145,MIN,10,FUM,3,0,55,58,3,1,0,1,1,7,1,45,2,1,0,25,42,TD
118366,5081,833151,GB,10,KOFF,3,3,38,25,6,3,2,0,0,25,4,-10,2,0,0,0,15,PUNT
118367,5081,833158,MIN,11,PUNT,3,4,43,12,8,3,1,1,0,12,2,41,6,4,0,10,43,PUNT
118368,5081,833168,GB,11,PUNT,3,1,11,1,4,1,0,1,0,4,1,15,3,1,0,0,19,PUNT
118369,5081,833173,MIN,12,PUNT,4,2,52,23,5,3,1,0,0,13,2,13,3,2,0,10,16,PUNT
118370,5081,833180,GB,12,PUNT,4,1,40,22,3,0,0,0,0,0,0,4,3,1,0,10,-6,PUNT
118371,5081,833185,MIN,13,PUNT,4,4,58,40,9,7,3,1,0,47,7,5,2,1,0,0,52,INT
118372,5081,833194,GB,13,INT,4,1,4,20,3,0,0,0,0,0,0,8,3,1,0,0,8,PUNT
118373,5081,833198,MIN,14,PUNT,4,0,52,24,3,0,0,0,0,3,1,0,2,0,0,0,3,PUNT
118374,5081,833202,GB,14,PUNT,4,3,8,21,7,3,1,1,0,25,6,7,1,1,0,5,32,PUNT
118375,5081,833211,MIN,15,PUNT,4,0,6,20,1,0,0,1,0,0,0,13,1,1,0,0,13,ENDQ
118376,5082,833213,MIA,1,KOFF,1,1,22,25,3,0,0,0,0,-3,2,0,1,0,0,0,-3,PUNT
118377,5082,833217,NE,1,PUNT,1,5,52,40,10,7,3,2,0,21,7,36,3,3,3,0,60,TD
118378,5082,833230,MIA,2,KOFF,1,4,47,25,7,3,1,1,0,5,3,27,4,3,0,10,22,PUNT
118379,5082,833239,NE,2,PUNT,1,3,11,17,5,2,1,0,0,12,3,11,2,2,0,0,23,PUNT
118380,5082,833245,MIA,3,PUNT,2,2,10,8,3,0,0,0,0,9,3,0,0,0,0,0,9,PUNT
118381,5082,833249,NE,3,PUNT,2,4,16,29,8,5,1,1,0,15,3,26,4,3,0,0,41,MFG
118382,5082,833258,MIA,4,MFG,2,0,52,38,3,1,0,0,0,0,0,6,3,1,0,0,6,PUNT
118383,5082,833262,NE,4,PUNT,2,6,11,35,11,8,2,3,0,24,6,41,5,3,0,0,65,TD
118384,5082,833275,MIA,5,KOFF,2,1,6,25,3,0,0,0,0,7,2,0,1,0,0,0,7,PUNT
118385,5082,833279,NE,5,PUNT,2,0,13,17,1,0,0,0,0,0,1,0,0,0,0,0,0,ENDQ
118386,5082,833281,NE,6,KOFF,3,2,17,25,4,1,0,1,0,3,2,18,2,1,0,0,21,PUNT
118387,5082,833286,MIA,6,PUNT,3,0,17,15,3,0,0,0,0,0,0,0,3,0,0,0,0,INT
118388,5082,833289,NE,7,INT,3,3,41,64,10,3,0,2,0,3,1,23,8,3,0,0,26,FG
118389,5082,833300,MIA,7,KOFF,3,1,19,25,3,0,0,0,0,3,1,-5,2,1,0,0,-2,PUNT
118390,5082,833304,NE,8,PUNT,3,5,8,35,8,7,4,1,0,34,6,41,2,2,4,14,65,TD
118391,5082,833317,MIA,8,KOFF,3,1,48,35,3,0,0,0,0,0,0,-11,3,0,0,0,-11,PUNT
118392,5082,833321,NE,9,PUNT,3,2,34,29,4,2,0,0,1,10,3,0,1,0,5,10,5,PUNT
118393,5082,833328,MIA,9,PUNT,4,2,11,33,5,3,1,0,0,6,1,12,4,3,0,0,18,INT
118394,5082,833335,MIA,10,KOFF,4,1,48,25,4,3,0,2,0,0,0,37,4,3,0,0,37,INT
118395,5082,833341,MIA,11,KOFF,4,3,6,25,10,2,0,2,1,0,0,24,10,4,15,0,39,DWNS
118396,5082,833351,NE,10,DWNS,4,0,8,36,1,0,0,0,0,4,1,0,0,0,0,0,4,FUM
118397,5082,833352,MIA,12,FUM,4,0,34,59,4,0,0,0,1,0,0,0,4,0,0,0,0,DWNS
118398,5082,833356,NE,11,DWNS,4,2,59,41,5,3,0,3,0,0,2,59,3,3,0,0,59,TD
118399,5082,833363,MIA,13,KOFF,4,2,10,25,10,5,1,3,0,15,3,52,7,3,0,0,67,INT
118400,5083,833374,CIN,1,KOFF,1,1,55,12,3,0,0,0,0,0,1,0,2,1,0,0,-1,PUNT
118401,5083,833378,SF,1,PUNT,1,1,44,49,4,3,0,2,0,8,2,43,2,2,0,0,51,TD
118402,5083,833384,CIN,2,KOFF,1,4,38,31,9,5,1,3,0,4,4,65,5,5,0,0,69,TD
118403,5083,833395,SF,2,KOFF,1,4,7,16,8,5,2,2,0,31,5,53,3,2,0,0,84,TD
118404,5083,833405,CIN,3,KOFF,1,3,17,25,5,1,0,1,1,-1,3,7,2,2,15,15,6,PUNT
118405,5083,833413,SF,3,PUNT,2,0,22,25,2,0,0,0,0,0,0,0,2,0,0,10,-10,INT
118406,5083,833417,CIN,4,INT,2,1,8,74,4,0,0,0,0,2,1,5,2,1,0,15,-8,MFG
118407,5083,833422,SF,4,MFG,2,2,40,42,6,6,3,0,0,49,5,9,1,1,0,0,58,TD
118408,5083,833430,CIN,5,KOFF,2,3,12,20,10,3,0,2,0,8,3,48,6,2,5,0,61,FG
118409,5083,833441,SF,5,KOFF,2,2,15,25,4,2,0,1,0,1,1,45,3,2,0,10,36,PUNT
118410,5083,833447,CIN,6,PUNT,2,3,28,3,10,4,0,3,0,7,2,31,8,4,5,0,43,INT
118411,5083,833458,SF,6,INT,2,1,14,33,10,5,0,4,0,5,1,47,8,5,0,0,52,FG
118412,5083,833470,SF,7,KOFF,3,2,50,25,7,6,1,3,0,31,4,54,3,3,0,10,75,TD
118413,5083,833479,CIN,7,KOFF,3,2,58,25,6,3,1,0,0,6,2,-5,4,1,0,0,1,PUNT
118414,5083,833486,SF,8,PUNT,3,4,38,31,8,4,1,1,0,34,5,25,2,1,0,10,49,FG
118415,5083,833496,CIN,8,KOFF,3,1,25,25,3,1,0,0,0,0,0,7,3,1,0,0,7,PUNT
118416,5083,833500,SF,9,PUNT,3,3,13,18,6,6,3,1,0,46,5,36,1,1,0,0,82,TD
118417,5083,833508,CIN,9,KOFF,4,1,26,10,3,0,0,0,0,-2,1,7,2,1,0,0,5,PUNT
118418,5083,833512,SF,10,PUNT,4,6,27,40,10,5,3,0,0,39,8,1,1,1,0,0,40,MFG
118419,5083,833522,CIN,10,MFG,4,3,3,29,10,4,0,2,0,1,2,54,8,5,0,10,45,DWNS
118420,5083,833533,SF,11,DWNS,4,2,6,26,4,2,0,0,0,17,4,0,0,0,0,10,7,PUNT
118421,5083,833538,CIN,11,PUNT,4,1,9,28,4,2,0,1,0,0,0,72,4,3,0,0,72,TD
118422,5083,833544,SF,12,KOFF,4,0,45,25,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
118423,5084,833547,PIT,1,KOFF,1,2,2,25,3,1,0,0,0,0,1,-2,2,1,0,0,-2,PUNT
118424,5084,833551,SEA,1,PUNT,1,2,15,38,4,1,0,1,0,2,1,8,3,1,0,0,10,PUNT
118425,5084,833556,PIT,2,PUNT,1,0,50,20,3,1,0,0,0,0,0,7,3,1,0,0,7,PUNT
118426,5084,833560,SEA,2,PUNT,1,4,53,21,7,2,1,1,0,25,3,15,4,2,0,20,20,PUNT
118427,5084,833569,PIT,3,PUNT,1,3,36,13,6,3,1,0,0,24,2,15,4,2,0,6,33,PUNT
118428,5084,833577,SEA,3,PUNT,1,1,13,16,2,1,1,0,0,18,2,0,0,0,10,0,18,FUM
118429,5084,833580,PIT,4,FUM,1,0,27,78,3,1,1,0,2,1,2,0,1,0,21,0,22,TD
118430,5084,833587,SEA,4,KOFF,2,6,4,25,12,8,2,2,1,16,6,45,6,4,14,0,75,TD
118431,5084,833602,PIT,5,KOFF,2,1,28,25,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
118432,5084,833606,SEA,5,PUNT,2,1,18,32,3,0,0,0,0,0,0,4,3,1,0,0,4,PUNT
118433,5084,833610,PIT,6,PUNT,2,3,26,28,7,4,0,3,0,6,1,48,5,4,5,10,49,FG
118434,5084,833620,SEA,6,KOFF,2,2,28,13,10,5,1,2,0,7,2,62,7,7,0,22,47,MFG
118435,5084,833632,SEA,7,KOFF,3,1,37,16,3,0,0,0,0,0,1,6,2,1,0,0,6,PUNT
118436,5084,833636,PIT,7,PUNT,3,0,48,19,3,0,0,0,0,2,1,0,2,0,0,0,2,INT
118437,5084,833639,SEA,8,INT,3,2,46,60,6,3,0,3,0,-2,2,42,4,3,0,0,40,TD
118438,5084,833647,PIT,8,KOFF,3,3,28,25,7,2,1,1,0,14,2,46,4,3,0,0,60,FG
118439,5084,833655,SEA,9,KOFF,3,3,25,25,7,7,1,2,0,45,3,30,4,4,0,0,75,TD
118440,5084,833664,PIT,9,KOFF,3,6,40,25,13,9,2,4,0,23,4,52,8,7,0,0,75,TD
118441,5084,833678,SEA,10,KOFF,4,4,1,25,6,4,0,2,1,12,3,40,3,3,38,15,75,TD
118442,5084,833689,PIT,10,KOFF,4,1,26,25,5,2,0,1,0,7,1,11,4,1,0,0,18,PUNT
118443,5084,833695,SEA,11,PUNT,4,0,12,11,1,0,0,0,0,0,1,0,0,0,0,0,0,FUM
118444,5084,833696,PIT,11,FUM,4,0,3,97,1,1,0,1,1,0,0,3,1,1,0,0,3,TD
118445,5084,833699,SEA,12,KOFF,4,5,34,25,12,6,2,2,0,29,9,22,3,3,0,10,41,ENDQ
118446,5085,833713,OAK,1,KOFF,1,4,39,25,10,4,0,2,0,16,4,44,5,2,5,0,65,FG
118447,5085,833725,KC,1,KOFF,1,2,57,25,5,3,0,1,0,0,2,13,3,2,5,0,18,PUNT
118448,5085,833732,OAK,2,PUNT,1,2,38,26,6,5,0,3,1,4,1,27,5,4,43,0,74,TD
118449,5085,833741,KC,2,KOFF,1,2,45,20,6,2,0,1,0,-1,1,14,5,3,0,0,13,PUNT
118450,5085,833748,OAK,3,PUNT,1,0,56,40,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
118451,5085,833752,KC,3,PUNT,1,1,10,28,3,3,1,1,0,5,1,52,2,2,15,0,72,TD
118452,5085,833758,OAK,4,KOFF,2,2,32,25,4,2,1,0,0,21,3,5,1,1,0,5,21,PUNT
118453,5085,833764,KC,4,PUNT,2,6,32,5,14,7,0,5,1,7,2,93,12,7,5,10,95,TD
118454,5085,833782,OAK,5,KOFF,2,2,18,29,4,1,0,1,0,0,0,26,4,3,0,5,21,PUNT
118455,5085,833788,KC,5,PUNT,2,1,52,6,5,3,0,3,0,2,2,102,3,3,0,10,94,TD
118456,5085,833796,OAK,6,KOFF,2,0,54,25,3,0,0,0,0,0,1,-12,2,1,0,0,-12,PUNT
118457,5085,833800,KC,6,PUNT,2,0,7,61,1,1,0,1,0,0,0,39,1,1,0,0,39,TD
118458,5085,833803,OAK,7,KOFF,2,0,40,25,6,4,0,2,0,0,0,43,6,4,0,0,43,ENDQ
118459,5085,833810,KC,7,KOFF,3,3,2,22,7,3,0,2,0,3,2,29,5,2,0,0,32,PUNT
118460,5085,833818,OAK,8,PUNT,3,3,27,19,6,4,2,1,0,60,3,17,3,2,0,0,77,INT
118461,5085,833824,KC,8,INT,3,3,39,20,6,2,0,1,0,-3,2,19,4,3,0,10,6,PUNT
118462,5085,833832,OAK,9,PUNT,3,2,38,21,6,3,1,1,0,15,3,11,3,1,0,0,26,INT
118463,5085,833838,KC,9,INT,3,3,10,55,7,3,1,0,1,2,3,12,4,2,12,0,26,FUM
118464,5085,833846,OAK,10,FUM,4,1,27,22,3,1,0,0,1,0,1,8,2,1,0,5,8,PUNT
118465,5085,833851,KC,10,PUNT,4,0,56,35,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
118466,5085,833855,OAK,11,PUNT,4,5,16,21,10,4,1,1,0,11,2,9,8,4,0,0,20,PUNT
118467,5085,833866,KC,11,PUNT,4,6,25,11,11,7,0,3,0,15,6,60,5,5,0,10,65,ENDQ
118468,5086,833879,DEN,1,KOFF,1,5,15,25,10,6,1,2,0,8,3,42,6,6,0,0,50,FG
118469,5086,833890,CHI,1,KOFF,1,1,40,25,3,0,0,0,0,1,2,0,1,0,0,0,1,PUNT
118470,5086,833894,DEN,2,PUNT,1,2,2,31,4,0,0,1,1,5,2,0,2,2,15,0,20,PUNT
118471,5086,833899,CHI,2,PUNT,1,7,28,14,14,7,1,3,0,27,8,32,5,4,5,0,64,FG
118472,5086,833914,DEN,3,KOFF,2,3,59,25,7,3,1,1,0,14,3,14,4,2,0,0,28,PUNT
118473,5086,833922,CHI,3,PUNT,2,4,26,10,10,7,2,1,0,26,5,30,4,3,0,0,56,FG
118474,5086,833933,DEN,4,KOFF,2,3,25,25,8,5,0,2,0,7,2,32,6,4,9,20,28,PUNT
118475,5086,833944,CHI,4,PUNT,2,1,5,15,3,1,0,0,0,5,1,2,2,1,0,0,7,PUNT
118476,5086,833948,DEN,5,PUNT,2,0,27,13,3,0,0,0,0,7,2,0,1,0,0,0,7,PUNT
118477,5086,833952,CHI,5,PUNT,2,0,13,35,2,1,0,0,0,0,0,18,2,1,0,0,18,ENDQ
118478,5086,833955,CHI,6,KOFF,3,3,16,25,4,0,0,0,0,7,1,-3,3,2,5,20,-11,PUNT
118479,5086,833963,DEN,6,PUNT,3,5,0,15,9,5,1,2,0,9,4,32,5,4,0,0,41,PUNT
118480,5086,833973,CHI,7,PUNT,3,5,30,20,9,5,4,0,0,79,9,0,0,0,1,0,80,TD
118481,5086,833985,DEN,7,KOFF,3,2,37,25,9,5,1,2,1,13,2,43,6,3,15,10,61,FG
118482,5086,833997,CHI,8,KOFF,4,0,55,25,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
118483,5086,834001,DEN,8,PUNT,4,7,57,24,16,7,1,5,0,27,6,57,10,7,0,10,74,INT
118484,5086,834017,CHI,9,INT,4,1,57,11,5,2,0,1,0,6,2,11,3,3,0,0,17,PUNT
118485,5086,834023,DEN,9,PUNT,4,2,17,38,12,8,0,4,0,0,0,62,12,7,1,5,62,TD
118486,5086,834038,CHI,10,KOFF,4,0,31,25,6,2,0,2,1,0,0,30,5,2,15,5,40,FG
118487,5087,834046,NO,1,KOFF,1,2,35,25,5,2,0,1,0,8,3,14,2,1,0,0,22,INT
118488,5087,834051,LA,1,INT,1,3,43,38,7,2,0,1,0,4,2,53,4,3,4,5,56,FG
118489,5087,834061,NO,2,KOFF,1,2,5,25,4,2,0,1,0,-3,1,24,3,2,0,0,21,PUNT
118490,5087,834066,LA,2,PUNT,1,3,8,8,6,2,1,0,0,15,4,-8,2,0,0,10,-3,PUNT
