gid,pid,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,fd,sg,nh,pts,tck,sk,pen,ints,fum,saf,blk,eps,epa
5062,829942,JAC,KC,PASS,6,44,2,13,45,7,17,3,3,1,20,63,4,0,1,0,0,1,0,0,0,0,0,0,2.91,-0.08
5062,829943,JAC,KC,RUSH,7,43,2,13,1,7,17,3,3,2,16,67,4,0,0,0,0,1,0,0,0,0,0,0,2.83,-0.38
5062,829944,JAC,KC,PASS,8,39,2,12,18,7,17,3,3,3,13,70,4,0,1,0,0,1,0,0,0,0,0,0,2.45,-0.01
5062,829945,JAC,KC,FGXP,9,3,2,11,39,7,17,3,3,4,2,81,5,0,0,0,3,0,0,0,0,0,0,0,2.44,0.56
5062,829946,KC,JAC,KOFF,0,6,2,11,36,17,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,829947,KC,JAC,PASS,1,30,2,11,36,17,10,3,3,1,10,25,2,1,0,0,0,1,0,0,0,0,0,0,0.88,2.7
5062,829948,KC,JAC,RUSH,2,38,2,10,57,17,10,3,3,1,10,66,4,0,0,0,0,1,0,0,0,0,0,0,3.58,-0.18
5062,829949,KC,JAC,PASS,3,39,2,10,19,17,10,3,3,2,7,69,4,1,1,0,0,1,0,0,0,0,0,0,3.4,1.53
5062,829950,KC,JAC,PASS,4,4,2,9,40,17,10,3,3,1,9,91,5,0,1,0,0,0,0,0,0,0,0,0,4.93,-0.47
5062,829951,KC,JAC,RUSH,5,39,2,9,36,17,10,3,3,2,9,91,5,0,1,0,0,1,0,0,0,0,0,0,4.46,-0.4
5062,829952,KC,JAC,NOPL,5,9,2,8,57,17,10,3,3,3,7,93,5,0,0,0,0,0,0,1,0,0,0,0,4.06,0
5062,829953,KC,JAC,PASS,6,49,2,8,48,17,10,3,3,3,7,93,5,0,1,0,0,1,0,0,0,0,0,0,4.06,-1.17
5062,829954,KC,JAC,FGXP,7,3,2,7,59,17,10,3,3,4,7,93,5,0,0,0,3,0,0,0,0,0,0,0,2.89,0.11
5062,829955,JAC,KC,KOFF,0,6,2,7,56,10,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,829956,JAC,KC,PASS,1,30,2,7,56,10,20,3,3,1,10,25,2,1,0,0,0,1,0,0,0,0,0,0,0.88,4.47
5062,829957,JAC,KC,NOPL,1,33,2,7,12,10,20,3,3,1,6,94,5,0,0,0,0,0,0,1,0,0,0,0,5.35,-1.38
5062,829958,JAC,KC,PASS,2,42,2,6,39,10,20,3,3,1,16,84,5,0,1,0,0,1,0,0,0,0,0,0,3.97,-0.55
5062,829959,JAC,KC,RUSH,3,52,2,5,57,10,20,3,3,2,18,82,5,0,1,0,0,1,0,0,0,0,0,0,3.42,0.12
5062,829960,JAC,KC,PASS,4,40,2,5,5,10,20,3,3,3,12,88,5,0,0,0,0,1,0,0,0,0,0,0,3.54,-0.61
5062,829961,JAC,KC,FGXP,5,3,2,4,25,10,20,3,3,4,5,95,5,0,0,0,3,0,0,0,0,0,0,0,2.93,0.07
5062,829962,KC,JAC,KOFF,0,6,2,4,22,20,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,829963,KC,JAC,PASS,1,30,2,4,22,20,13,3,3,1,10,25,2,1,0,0,0,1,0,0,0,0,0,0,0.88,1.36
5062,829964,KC,JAC,PASS,2,39,2,3,41,20,13,3,3,1,10,43,3,0,1,0,0,1,0,0,0,0,0,0,2.24,0
5062,829965,KC,JAC,RUSH,3,33,2,3,2,20,13,3,3,2,5,48,3,0,1,0,0,1,0,0,0,0,0,0,2.24,0.34
5062,829966,KC,JAC,RUSH,4,29,2,2,29,20,13,3,3,3,1,52,3,1,0,0,0,1,0,0,0,0,0,0,2.58,0.47
5062,829967,KC,JAC,PASS,5,38,2,2,0,20,13,3,3,1,10,56,3,0,1,0,0,1,0,0,0,0,0,0,3.05,0.06
5062,829968,KC,JAC,PASS,6,32,2,1,22,20,13,3,3,2,5,61,4,1,0,0,0,1,0,0,0,0,0,0,3.11,0.6
5062,829969,KC,JAC,PASS,7,5,2,0,50,20,13,3,3,1,10,69,4,0,1,1,0,1,0,0,0,0,0,0,3.71,-0.15
5062,829970,KC,JAC,PASS,8,5,2,0,45,20,13,3,2,2,7,72,4,0,1,0,0,0,0,0,0,0,0,0,3.56,-0.71
5062,829971,KC,JAC,NOPL,8,7,2,0,40,20,13,3,2,3,7,72,4,0,0,0,0,0,0,1,0,0,0,0,2.85,0
5062,829972,KC,JAC,PASS,9,5,2,0,33,20,13,3,2,3,7,72,4,0,1,0,0,0,0,0,0,0,0,0,2.85,-0.99
5062,829973,KC,JAC,FGXP,10,4,2,0,28,20,13,3,2,4,7,72,4,0,0,0,3,0,0,0,0,0,0,0,1.86,1.14
5062,829974,JAC,KC,KOFF,0,6,2,0,24,13,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,829975,JAC,KC,PASS,1,20,2,0,24,13,23,2,3,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.88,0.23
5062,829976,JAC,KC,NOPL,1,6,2,0,19,13,23,2,3,2,4,31,2,0,0,0,0,0,0,1,0,0,0,0,1.11,-1.29
5062,829977,JAC,KC,PASS,2,20,2,0,13,13,23,2,3,2,14,21,2,0,1,0,0,1,0,0,0,0,0,0,-0.18,0
5062,829978,JAC,KC,KOFF,0,6,3,15,0,13,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,829979,JAC,KC,RUSH,1,35,3,15,0,13,23,3,3,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,0.23
5062,829980,JAC,KC,NOPL,1,32,3,14,28,13,23,3,3,2,4,31,2,0,0,0,0,0,0,1,0,0,0,0,1.11,0
5062,829981,JAC,KC,RUSH,2,43,3,13,56,13,23,3,3,2,4,31,2,0,0,0,0,1,0,0,0,0,0,0,1.11,-0.48
5062,829982,JAC,KC,PASS,3,45,3,13,13,13,23,3,3,3,3,32,2,1,1,0,0,1,0,0,0,0,0,0,0.63,1.68
5062,829983,JAC,KC,PASS,4,27,3,12,28,13,23,3,3,1,10,44,3,0,0,0,0,1,0,0,0,0,0,0,2.31,0.26
5062,829984,JAC,KC,PASS,5,39,3,12,1,13,23,3,3,2,3,51,3,0,0,0,0,1,0,0,0,0,0,0,2.57,-0.23
5062,829985,JAC,KC,RUSH,6,45,3,11,22,13,23,3,3,3,2,52,3,1,1,0,0,1,0,0,0,0,0,0,2.34,1.24
5062,829986,JAC,KC,RUSH,7,49,3,10,37,13,23,3,3,1,10,66,4,0,0,0,0,1,0,0,0,0,0,0,3.58,0.09
5062,829987,JAC,KC,RUSH,8,49,3,9,48,13,23,3,3,2,4,72,4,0,0,0,0,1,0,0,0,0,0,0,3.67,-0.25
5062,829988,JAC,KC,PASS,9,9,3,8,59,13,23,3,3,3,2,74,4,0,1,0,0,1,0,0,0,1,0,0,3.42,-5.46
5062,829989,KC,JAC,RUSH,1,34,3,8,50,23,13,3,3,1,10,40,2,0,1,0,0,1,0,0,0,0,0,0,2.04,-0.5
5062,829990,KC,JAC,PASS,2,44,3,8,16,23,13,3,3,2,9,41,3,0,1,0,0,1,0,0,0,0,0,0,1.54,0.85
5062,829991,KC,JAC,RUSH,3,37,3,7,32,23,13,3,2,3,1,49,3,1,0,0,0,1,0,0,0,0,0,0,2.39,0.37
5062,829992,KC,JAC,PASS,4,44,3,6,55,23,13,3,2,1,10,51,3,0,1,0,0,1,0,0,0,0,0,0,2.76,0.44
5062,829993,KC,JAC,RUSH,5,35,3,6,11,23,13,3,2,2,1,60,4,1,1,0,0,1,0,0,0,0,0,0,3.2,0.19
5062,829994,KC,JAC,RUSH,6,39,3,5,36,23,13,3,2,1,10,62,4,0,1,0,0,1,0,0,0,0,0,0,3.39,-0.6
5062,829995,KC,JAC,PASS,7,42,3,4,57,23,13,3,2,2,10,62,4,1,0,0,0,1,0,0,0,0,0,0,2.79,1.14
5062,829996,KC,JAC,PASS,8,3,3,4,15,23,13,3,2,1,10,74,4,0,1,0,0,0,0,0,0,0,0,0,3.93,-0.59
5062,829997,KC,JAC,NOPL,8,22,3,4,12,23,13,3,2,2,10,74,4,0,0,0,0,0,0,1,0,0,0,0,3.34,0.66
5062,829998,KC,JAC,NOPL,8,20,3,3,50,23,13,3,2,2,5,79,4,1,0,0,0,0,0,1,0,0,0,0,4,0.39
5062,829999,KC,JAC,PASS,9,30,3,3,50,23,13,3,2,1,10,84,5,1,1,0,0,1,0,0,0,0,0,0,4.39,1.94
5062,830000,KC,JAC,PASS,10,31,3,3,5,23,13,3,2,1,1,99,5,0,0,0,0,1,0,0,0,0,0,0,6.33,-0.7
5062,830001,KC,JAC,PASS,11,6,3,2,34,23,13,3,2,2,2,98,5,0,1,0,0,0,0,1,0,0,0,0,5.63,0.7
5062,830002,KC,JAC,RUSH,12,3,3,2,28,23,13,3,2,1,1,99,5,1,1,0,7,0,0,0,0,0,0,0,6.33,0.67
5062,830003,KC,JAC,FGXP,12,3,3,2,25,30,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830004,JAC,KC,KOFF,0,6,3,2,25,13,30,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830005,JAC,KC,NOPL,0,31,3,2,20,13,30,2,3,1,10,22,2,0,0,0,0,0,0,1,0,0,0,0,0.64,-1.23
5062,830006,JAC,KC,PASS,1,41,3,1,49,13,30,2,3,1,20,12,1,0,1,0,0,0,1,0,0,0,0,0,-0.59,-1.01
5062,830007,JAC,KC,PASS,2,5,3,1,8,13,30,2,3,2,23,9,1,0,1,0,0,0,0,0,0,0,0,0,-1.6,-0.63
5062,830008,JAC,KC,RUSH,3,40,3,1,3,13,30,2,3,3,23,9,1,0,1,0,0,1,0,0,0,0,0,0,-2.23,0.21
5062,830009,KC,JAC,PUNT,0,8,3,0,23,30,13,3,2,4,13,19,1,0,0,0,0,0,0,0,0,0,0,0,-2.02,0.51
5062,830010,KC,JAC,PASS,1,30,3,0,15,30,13,3,2,1,10,33,2,0,1,0,0,1,0,0,0,0,0,0,1.51,0.32
5062,830011,KC,JAC,RUSH,2,43,4,15,0,30,13,3,2,2,3,40,2,1,1,0,0,1,0,0,0,0,0,0,1.83,0.41
5062,830012,KC,JAC,RUSH,3,43,4,14,17,30,13,3,2,1,10,43,3,1,1,0,0,1,0,0,0,0,0,0,2.24,1.69
5062,830013,KC,JAC,RUSH,4,41,4,13,34,30,13,3,2,1,10,74,4,0,1,0,0,1,0,0,0,0,0,0,3.93,-0.66
5062,830014,KC,JAC,NOPL,4,21,4,12,53,30,13,3,2,2,11,73,4,0,0,0,0,0,0,1,0,0,0,0,3.27,0.66
5062,830015,KC,JAC,NOPL,4,27,4,12,32,30,13,3,2,2,6,78,4,0,0,0,0,0,0,1,0,0,0,0,3.93,0.38
5062,830016,KC,JAC,PASS,5,3,4,12,5,30,13,3,2,2,1,83,5,0,1,0,0,0,0,0,0,0,0,0,4.31,-0.28
5062,830017,KC,JAC,PASS,6,22,4,12,2,30,13,3,2,3,1,83,5,1,1,0,0,1,0,0,0,0,0,0,4.03,1.04
5062,830018,KC,JAC,RUSH,7,38,4,11,40,30,13,3,2,1,8,92,5,0,1,0,0,1,0,0,0,0,0,0,5.07,0.35
5062,830019,KC,JAC,PASS,8,6,4,11,2,30,13,3,2,2,3,97,5,1,1,0,7,0,0,0,0,0,0,0,5.42,1.58
5062,830020,KC,JAC,FGXP,8,3,4,10,56,37,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830021,JAC,KC,KOFF,0,6,4,10,56,13,37,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830022,JAC,KC,RUSH,1,28,4,10,49,13,37,2,3,1,10,21,2,0,1,0,0,1,0,0,0,0,0,0,0.56,-0.36
5062,830023,JAC,KC,PASS,2,33,4,10,21,13,37,2,3,2,8,23,2,1,1,1,0,1,0,0,0,0,0,0,0.2,1.46
5062,830024,JAC,KC,PASS,3,40,4,9,48,13,37,2,3,1,10,35,2,1,1,1,0,1,0,0,0,0,0,0,1.66,2.09
5062,830025,JAC,KC,RUSH,4,31,4,9,8,13,37,2,3,1,10,70,4,0,1,1,0,1,0,0,0,0,0,0,3.75,0.19
5062,830026,JAC,KC,RUSH,5,27,4,8,37,13,37,2,3,2,3,77,4,1,1,1,0,1,0,0,0,0,0,0,3.94,0.24
5062,830027,JAC,KC,PASS,6,30,4,8,10,13,37,2,3,1,10,80,5,0,1,1,0,1,0,0,0,0,0,0,4.18,0.17
5062,830028,JAC,KC,PASS,7,8,4,7,40,13,37,2,3,2,5,85,5,1,1,1,6,0,0,0,0,0,0,0,4.35,2.65
5062,830029,JAC,KC,CONV,8,0,4,7,32,19,37,2,3,0,2,98,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830030,KC,JAC,ONSD,0,3,4,7,32,37,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830031,KC,JAC,RUSH,1,35,4,7,27,37,19,3,2,1,10,54,3,0,1,0,0,1,0,0,0,0,0,0,2.94,-0.64
5062,830032,KC,JAC,RUSH,2,35,4,7,27,37,19,3,2,2,10,54,3,0,0,0,0,1,0,0,0,0,0,0,2.3,-0.51
5062,830033,KC,JAC,PASS,3,30,4,6,8,37,19,3,2,3,8,56,3,0,1,0,0,1,0,1,0,0,0,0,1.79,-0.69
5062,830034,KC,JAC,PASS,4,30,4,5,38,37,19,3,2,3,15,49,3,0,0,0,0,0,0,0,0,0,0,0,1.1,-1.01
5062,830035,JAC,KC,PUNT,0,10,4,5,38,19,37,2,3,4,15,49,3,0,0,0,0,0,0,0,0,0,0,0,0.09,-0.56
5062,830036,JAC,KC,PASS,1,11,4,5,25,19,37,2,3,1,10,20,1,0,1,0,0,0,0,0,1,0,0,0,0.47,-5.15
5062,830037,KC,JAC,RUSH,1,45,4,5,14,37,19,3,2,1,10,88,5,0,0,0,0,1,0,0,0,0,0,0,4.68,0.09
5062,830038,KC,JAC,RUSH,2,43,4,4,29,37,19,3,2,2,6,92,5,0,0,0,0,1,0,0,0,0,0,0,4.77,-0.58
5062,830039,KC,JAC,NOPL,2,5,4,3,46,37,19,3,2,3,5,93,5,0,0,0,0,0,0,1,0,0,0,0,4.19,-1.08
5062,830040,KC,JAC,PASS,3,30,4,3,41,37,19,2,2,3,15,83,5,0,1,0,0,0,0,0,0,0,0,0,3.11,-0.72
5062,830041,KC,JAC,FGXP,4,3,4,3,41,37,19,2,2,4,15,83,5,0,0,0,3,0,0,0,0,0,0,0,2.39,0.61
5062,830042,JAC,KC,KOFF,0,6,4,3,33,19,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830043,JAC,KC,PASS,1,30,4,3,33,19,40,2,2,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.88,0.66
5062,830044,JAC,KC,PASS,2,5,4,3,5,19,40,2,2,2,1,34,2,1,1,0,0,1,0,1,0,0,0,0,1.54,0.7
5062,830045,JAC,KC,NOPL,2,5,4,3,0,19,40,2,2,1,10,43,3,1,0,0,0,0,0,1,0,0,0,0,2.24,0.93
5062,830046,JAC,KC,PASS,3,5,4,2,55,19,40,2,2,1,10,58,3,0,1,0,0,0,0,0,0,0,0,0,3.17,-0.62
5062,830047,JAC,KC,PASS,4,20,4,2,50,19,40,2,2,2,10,58,3,0,1,0,0,1,0,0,0,0,0,0,2.55,-0.01
5062,830048,JAC,KC,PASS,5,20,4,2,50,19,40,2,2,3,5,63,4,1,1,0,0,1,0,0,0,0,0,0,2.54,1.59
5062,830049,JAC,KC,PASS,6,5,4,2,0,19,40,2,2,1,10,79,4,1,1,0,7,0,0,0,0,0,0,0,4.13,2.87
5062,830050,JAC,KC,FGXP,6,3,4,1,55,26,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830051,KC,JAC,ONSD,0,3,4,1,55,40,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,830052,KC,JAC,RUSH,1,25,4,1,55,40,26,2,2,1,10,53,3,1,0,0,0,1,0,0,0,0,0,0,2.88,0.97
5062,830053,KC,JAC,RUSH,2,8,4,1,40,40,26,1,2,1,10,72,4,0,0,0,0,1,0,0,0,0,0,0,3.85,0.12
5062,830054,KC,JAC,RUSH,3,7,4,1,32,40,26,1,1,2,4,78,4,0,0,0,0,1,0,0,0,0,0,0,3.97,-0.03
5062,830055,KC,JAC,RUSH,4,25,4,1,25,40,26,1,0,3,1,81,5,1,0,0,0,1,0,0,0,0,0,0,3.94,0.45
5062,830056,KC,JAC,RUSH,5,25,4,1,25,40,26,1,0,1,10,84,5,0,0,0,0,0,0,0,0,0,0,0,4.39,0
5063,830057,CAR,LA,KOFF,0,6,1,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,830058,CAR,LA,RUSH,1,35,1,15,0,0,0,3,3,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.88,0.09
5063,830059,CAR,LA,RUSH,2,48,1,14,26,0,0,3,3,2,5,30,2,1,0,0,0,1,0,0,0,0,0,0,0.97,1.54
5063,830060,CAR,LA,PASS,3,24,1,13,38,0,0,3,3,1,10,47,3,0,1,0,0,1,0,0,0,0,0,0,2.51,0.02
5063,830061,CAR,LA,PASS,4,44,1,13,14,0,0,3,3,2,5,52,3,0,1,1,0,0,1,0,0,0,0,0,2.53,-1.51
5063,830062,CAR,LA,PASS,5,43,1,12,30,0,0,3,3,3,11,46,3,1,1,0,0,1,0,0,0,0,0,0,1.02,2.21
5063,830063,CAR,LA,PASS,6,13,1,11,47,0,0,3,3,1,10,59,3,0,1,0,0,1,0,0,0,1,0,0,3.23,-4.74
5063,830064,LA,CAR,PASS,1,25,1,11,34,0,0,3,3,1,10,33,2,0,1,0,0,1,0,0,0,0,0,0,1.51,0.17
5063,830065,LA,CAR,PASS,2,33,1,11,9,0,0,3,3,2,4,39,2,1,1,1,0,1,0,0,0,0,0,0,1.68,0.56
5063,830066,LA,CAR,PASS,3,22,1,10,36,0,0,3,3,1,10,43,3,0,1,0,0,1,0,0,0,0,0,0,2.24,0.14
5063,830067,LA,CAR,PASS,4,5,1,10,14,0,0,3,3,2,4,49,3,0,1,1,0,0,0,0,0,0,0,0,2.38,-0.58
5063,830068,LA,CAR,PASS,5,28,1,10,9,0,0,3,3,3,4,49,3,1,1,0,0,1,0,0,0,0,0,0,1.8,1.25
5063,830069,LA,CAR,PASS,6,6,1,9,41,0,0,3,3,1,10,56,3,0,0,1,0,0,0,0,0,0,0,0,3.05,-0.62
5063,830070,LA,CAR,PASS,7,40,1,9,35,0,0,3,3,2,10,56,3,0,1,0,0,1,0,0,0,0,0,0,2.43,0
5063,830071,LA,CAR,PASS,8,49,1,8,55,0,0,3,3,3,5,61,4,0,1,0,0,0,1,0,0,0,0,0,2.43,-1.58
5063,830072,LA,CAR,NOPL,8,17,1,8,6,0,0,3,3,4,8,58,3,0,0,0,0,0,0,1,0,0,0,0,0.85,0
5063,830073,CAR,LA,PUNT,0,7,1,7,49,0,0,3,3,4,8,58,3,0,0,0,0,0,0,0,0,0,0,0,0.85,-2.51
5063,830074,CAR,LA,PASS,1,46,1,7,42,0,0,3,3,1,10,35,2,0,1,0,0,1,0,0,0,0,0,0,1.66,-0.22
5063,830075,CAR,LA,RUSH,2,38,1,6,56,0,0,3,3,2,7,38,2,0,0,0,0,1,0,0,0,0,0,0,1.44,-0.22
5063,830076,CAR,LA,PASS,3,39,1,6,18,0,0,3,3,3,4,41,3,0,1,0,0,1,0,0,0,0,0,0,1.22,-1.2
5063,830077,LA,CAR,PUNT,0,8,1,5,39,0,0,3,3,4,2,43,3,0,0,0,0,0,0,0,0,0,0,0,0.02,-0.49
5063,830078,LA,CAR,RUSH,1,28,1,5,31,0,0,3,3,1,10,20,1,0,0,0,0,1,0,0,0,0,0,0,0.47,-0.61
5063,830079,LA,CAR,PASS,2,4,1,5,3,0,0,3,3,2,10,20,1,0,1,1,0,0,0,0,0,0,0,0,-0.14,-0.61
5063,830080,LA,CAR,PASS,3,5,1,4,59,0,0,3,3,3,10,20,1,0,1,0,0,0,0,0,0,0,0,0,-0.75,-0.89
5063,830081,CAR,LA,PUNT,0,17,1,4,54,0,0,3,3,4,10,20,1,0,0,0,0,0,0,0,0,0,0,0,-1.64,0.76
5063,830082,CAR,LA,PASS,1,5,1,4,37,0,0,3,3,1,10,25,2,0,1,0,0,0,0,0,0,0,0,0,0.88,-0.62
5063,830083,CAR,LA,PASS,2,34,1,4,32,0,0,3,3,2,10,25,2,1,1,0,0,1,0,0,0,0,0,0,0.26,1.91
5063,830084,CAR,LA,PASS,3,25,1,3,58,0,0,3,3,1,10,42,3,1,1,0,0,1,0,0,0,0,0,0,2.17,0.88
5063,830085,CAR,LA,RUSH,4,38,1,3,33,0,0,3,3,1,10,56,3,0,0,0,0,1,0,0,0,0,0,0,3.05,0.13
5063,830086,CAR,LA,RUSH,5,38,1,2,55,0,0,3,3,2,4,62,4,1,1,0,0,1,0,0,0,0,0,0,3.18,0.48
5063,830087,CAR,LA,PASS,6,5,1,2,17,0,0,3,3,1,10,68,4,0,0,0,0,0,0,0,0,0,0,0,3.66,-0.55
5063,830088,CAR,LA,RUSH,7,42,1,2,12,0,0,3,3,2,10,68,4,0,1,0,0,1,0,0,0,0,0,0,3.11,-0.31
5063,830089,CAR,LA,NOPL,7,20,1,1,30,0,0,2,3,3,7,71,4,0,0,0,0,0,0,1,0,0,0,0,2.8,-0.53
5063,830090,CAR,LA,RUSH,8,35,1,1,30,0,0,2,3,3,12,66,4,0,1,0,0,1,0,0,0,0,0,0,2.27,-1.02
5063,830091,CAR,LA,FGXP,9,6,1,0,47,0,0,2,3,4,13,65,4,0,0,0,0,0,0,0,0,0,0,0,1.25,-3.49
5063,830092,LA,CAR,PASS,1,5,1,0,41,0,0,3,2,1,10,43,3,0,0,0,0,0,0,0,0,0,0,0,2.24,-0.6
5063,830093,LA,CAR,RUSH,2,20,1,0,36,0,0,3,2,2,10,43,3,0,1,0,0,1,0,0,0,0,0,0,1.64,-0.56
5063,830094,LA,CAR,PASS,3,30,1,0,16,0,0,3,2,3,8,45,3,1,1,1,0,1,0,1,0,0,0,0,1.08,2.54
5063,830095,LA,CAR,RUSH,4,25,2,15,0,0,0,3,2,1,10,67,4,0,0,0,0,1,0,0,0,0,0,0,3.62,0.1
5063,830096,LA,CAR,RUSH,5,41,2,14,35,0,0,3,2,2,4,73,4,0,0,1,0,1,0,0,0,0,0,0,3.72,-1.14
5063,830097,LA,CAR,PASS,6,6,2,13,54,0,0,3,2,3,8,69,4,0,1,0,0,0,0,0,0,0,0,0,2.58,-0.96
5063,830098,LA,CAR,FGXP,7,5,2,13,48,0,0,3,2,4,8,69,4,0,0,0,3,0,0,0,0,0,0,0,1.62,1.38
5063,830099,CAR,LA,KOFF,0,5,2,13,43,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,830100,CAR,LA,NOPL,0,23,2,13,38,0,3,2,3,1,10,25,2,0,0,0,0,0,0,1,0,0,0,0,0.88,-1.26
5063,830101,CAR,LA,RUSH,1,8,2,13,15,0,3,2,3,1,20,15,1,0,1,0,0,1,0,0,0,1,0,0,-0.38,-4.41
5063,830102,LA,CAR,RUSH,1,17,2,13,7,3,0,3,2,1,10,90,5,0,0,0,0,1,0,0,0,0,0,0,4.79,0.26
5063,830103,LA,CAR,RUSH,2,6,2,12,50,3,0,3,2,2,5,95,5,1,0,1,7,0,0,0,0,0,0,0,5.05,1.95
5063,830104,LA,CAR,FGXP,2,3,2,12,44,10,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,830105,CAR,LA,KOFF,0,6,2,12,44,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,830106,CAR,LA,RUSH,1,33,2,12,37,0,10,2,3,1,10,32,2,1,0,0,0,1,0,0,0,0,0,0,1.44,0.93
5063,830107,CAR,LA,RUSH,2,38,2,12,4,0,10,2,3,1,10,45,3,0,1,0,0,1,0,0,0,0,0,0,2.37,-0.62
5063,830108,CAR,LA,PASS,3,40,2,11,26,0,10,2,3,2,10,45,3,0,1,0,0,0,1,0,0,0,0,0,1.75,-1.76
5063,830109,CAR,LA,PASS,4,52,2,10,46,0,10,2,3,3,20,35,2,0,1,0,0,1,0,0,0,0,0,0,-0.01,-0.2
5063,830110,CAR,LA,NOPL,4,11,2,9,54,0,10,2,3,4,11,44,3,0,0,0,0,0,0,1,0,0,0,0,-0.21,-0.38
5063,830111,LA,CAR,PUNT,0,11,2,9,43,10,0,3,2,4,16,39,2,0,0,0,0,0,0,1,0,0,0,0,-0.59,1.38
5063,830112,LA,CAR,RUSH,1,38,2,9,32,10,0,3,2,1,10,3,1,0,0,0,0,1,0,0,0,0,0,0,-0.79,-0.35
5063,830113,LA,CAR,PASS,2,30,2,8,54,10,0,3,2,2,8,5,1,0,1,0,0,1,0,0,0,0,0,0,-1.14,0.49
5063,830114,LA,CAR,PASS,3,40,2,8,24,10,0,3,2,3,2,11,1,1,1,0,0,1,0,0,0,0,0,0,-0.65,0.67
5063,830115,LA,CAR,RUSH,4,24,2,7,44,10,0,3,2,1,10,14,1,0,0,0,0,1,0,0,0,0,0,0,0.02,-0.84
5063,830116,LA,CAR,PASS,5,48,2,7,20,10,0,3,2,2,12,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.82,0.58
5063,830117,LA,CAR,PASS,6,5,2,6,32,10,0,3,2,3,3,21,2,0,1,0,0,0,0,0,0,0,0,0,-0.24,-1.23
5063,830118,CAR,LA,PUNT,0,13,2,6,27,0,10,2,3,4,3,21,2,0,0,0,0,0,0,0,0,0,0,0,-1.47,0.41
5063,830119,CAR,LA,RUSH,1,37,2,6,14,0,10,2,3,1,10,27,2,0,0,0,0,1,0,0,0,0,0,0,1.06,-0.51
5063,830120,CAR,LA,PASS,2,29,2,5,37,0,10,2,3,2,9,28,2,0,0,0,0,1,0,0,0,0,0,0,0.55,0.03
5063,830121,CAR,LA,PASS,3,4,2,5,8,0,10,2,3,3,4,33,2,0,1,0,0,0,0,0,0,0,0,0,0.58,-1.41
5063,830122,LA,CAR,PUNT,0,8,2,5,4,10,0,3,2,4,4,33,2,0,0,0,0,0,0,0,0,0,0,0,-0.83,-0.38
5063,830123,LA,CAR,RUSH,1,38,2,4,56,10,0,3,2,1,10,29,2,0,0,0,0,1,0,0,0,0,0,0,1.21,-0.5
5063,830124,LA,CAR,RUSH,2,23,2,4,18,10,0,3,2,2,9,30,2,1,1,0,0,1,0,0,0,0,0,0,0.71,1.8
5063,830125,LA,CAR,RUSH,3,37,2,3,55,10,0,3,2,1,10,47,3,0,0,1,0,1,0,0,0,0,0,0,2.51,-0.53
5063,830126,LA,CAR,RUSH,4,44,2,3,18,10,0,3,2,2,9,48,3,0,1,0,0,1,0,0,0,0,0,0,1.98,-0.2
5063,830127,LA,CAR,PASS,5,34,2,2,34,10,0,3,2,3,6,51,3,1,1,0,0,1,0,0,0,0,0,0,1.78,1.39
5063,830128,LA,CAR,PASS,6,4,2,2,0,10,0,3,2,1,10,58,3,0,1,0,0,0,0,0,0,0,0,0,3.17,-0.62
5063,830129,LA,CAR,PASS,7,43,2,1,56,10,0,3,2,2,10,58,3,0,1,0,0,1,0,0,0,0,0,0,2.55,-0.14
