gid,pid,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,fd,sg,nh,pts,tck,sk,pen,ints,fum,saf,blk,eps,epa
5073,831799,OAK,DEN,NOPL,0,20,2,12,5,7,0,3,3,1,12,3,1,0,0,0,0,0,0,1,0,0,0,0,-0.9,-0.11
5073,831800,OAK,DEN,RUSH,1,35,2,12,5,7,0,3,3,1,13,2,1,0,0,0,0,1,0,0,0,0,0,0,-1.01,0.17
5073,831801,OAK,DEN,PASS,2,47,2,11,21,7,0,3,3,2,7,8,1,0,1,0,0,1,0,0,0,0,0,0,-0.84,0.64
5073,831802,OAK,DEN,RUSH,3,41,2,10,34,7,0,3,3,3,1,14,1,1,0,0,0,1,0,0,0,0,0,0,-0.2,0.6
5073,831803,OAK,DEN,RUSH,4,38,2,9,53,7,0,3,3,1,10,19,1,0,1,0,0,1,0,0,0,0,0,0,0.4,-0.84
5073,831804,OAK,DEN,PASS,5,49,2,9,15,7,0,3,3,2,12,17,1,0,0,0,0,1,0,0,0,0,0,0,-0.44,1.35
5073,831805,OAK,DEN,PASS,6,42,2,8,26,7,0,3,3,3,1,28,2,1,0,0,0,1,0,0,0,0,0,0,0.91,2.88
5073,831806,OAK,DEN,RUSH,7,37,2,7,44,7,0,2,3,1,10,71,4,0,0,0,0,1,0,0,0,0,0,0,3.79,-0.3
5073,831807,OAK,DEN,PASS,8,45,2,7,7,7,0,2,3,2,8,73,4,0,1,0,0,1,0,0,0,0,0,0,3.49,0.41
5073,831808,OAK,DEN,RUSH,9,41,2,6,22,7,0,2,3,3,1,80,5,1,0,0,0,1,0,0,0,0,0,0,3.9,0.44
5073,831809,OAK,DEN,PASS,10,38,2,5,41,7,0,2,3,1,10,83,5,0,0,0,0,1,0,0,0,0,0,0,4.34,-0.18
5073,831810,OAK,DEN,RUSH,11,49,2,5,3,7,0,2,3,2,8,85,5,0,1,0,0,1,0,0,0,0,0,0,4.16,-0.32
5073,831811,OAK,DEN,PASS,12,40,2,4,14,7,0,1,3,3,5,88,5,1,1,0,0,1,0,0,0,0,0,0,3.84,2.2
5073,831812,OAK,DEN,RUSH,13,4,2,3,34,7,0,1,3,1,2,98,5,1,0,0,7,0,0,0,0,0,0,0,6.04,0.96
5073,831813,OAK,DEN,FGXP,13,3,2,3,30,14,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831814,DEN,OAK,KOFF,0,6,2,3,30,0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831815,DEN,OAK,RUSH,1,35,2,3,30,0,14,3,1,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,0.52
5073,831816,DEN,OAK,RUSH,2,35,2,2,50,0,14,3,1,2,2,33,2,1,0,0,0,1,0,0,0,0,0,0,1.4,0.34
5073,831817,DEN,OAK,PASS,3,15,2,2,15,0,14,3,1,1,10,36,2,0,1,0,0,1,0,0,0,0,0,0,1.74,0.01
5073,831818,DEN,OAK,NOPL,3,20,2,2,0,0,14,3,1,2,5,41,3,0,0,0,0,0,0,1,0,0,0,0,1.75,-0.6
5073,831819,DEN,OAK,PASS,4,20,2,2,0,0,14,3,1,2,10,36,2,0,1,0,0,1,0,0,0,0,0,0,1.15,0.14
5073,831820,DEN,OAK,PASS,5,23,2,1,21,0,14,3,1,3,4,42,3,1,1,0,0,1,0,0,0,0,0,0,1.29,1.35
5073,831821,DEN,OAK,PASS,6,21,2,0,58,0,14,3,1,1,10,49,3,0,1,1,0,1,0,0,0,0,0,0,2.64,0.03
5073,831822,DEN,OAK,NOPL,6,5,2,0,37,0,14,3,1,2,5,54,3,0,0,0,0,0,0,1,0,0,0,0,2.67,-0.67
5073,831823,DEN,OAK,PASS,7,4,2,0,32,0,14,2,1,2,10,49,3,0,1,0,0,0,0,0,0,0,0,0,2,-0.76
5073,831824,DEN,OAK,NOPL,7,5,2,0,28,0,14,2,1,3,10,49,3,1,0,0,0,0,0,1,0,0,0,0,1.24,2.25
5073,831825,DEN,OAK,PASS,8,4,2,0,23,0,14,2,1,1,10,64,4,0,1,0,0,0,0,0,0,0,0,0,3.49,-0.59
5073,831826,DEN,OAK,PASS,9,3,2,0,19,0,14,2,1,2,10,64,4,0,1,0,0,0,0,0,0,0,0,0,2.9,-0.72
5073,831827,DEN,OAK,NOPL,9,6,2,0,16,0,14,2,1,3,10,64,4,0,0,0,0,0,0,1,0,0,0,0,2.18,-1.02
5073,831828,DEN,OAK,PASS,10,5,2,0,10,0,14,2,1,3,20,54,3,0,1,0,0,0,0,0,0,0,0,0,1.16,-0.78
5073,831829,DEN,OAK,FGXP,11,3,2,0,5,0,14,1,1,4,20,54,3,0,0,0,0,0,0,0,0,0,0,0,0.38,0
5073,831830,DEN,OAK,KOFF,0,6,3,15,0,0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831831,DEN,OAK,RUSH,1,35,3,15,0,0,14,3,3,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,-0.36
5073,831832,DEN,OAK,PASS,2,36,3,14,31,0,14,3,3,2,8,27,2,1,0,0,0,1,0,0,0,0,0,0,0.52,2.24
5073,831833,DEN,OAK,RUSH,3,28,3,13,55,0,14,3,3,1,10,51,3,0,0,0,0,1,0,0,0,0,0,0,2.76,0.44
5073,831834,DEN,OAK,PASS,4,45,3,13,27,0,14,3,3,2,1,60,4,0,0,0,0,1,0,0,0,0,0,0,3.2,-0.75
5073,831835,DEN,OAK,PASS,5,41,3,12,42,0,14,3,3,3,3,58,3,1,1,0,0,1,0,0,0,0,0,0,2.45,1.64
5073,831836,DEN,OAK,RUSH,6,31,3,12,1,0,14,3,3,1,10,78,4,0,0,0,0,1,0,0,0,0,0,0,4.09,0.05
5073,831837,DEN,OAK,RUSH,7,38,3,11,30,0,14,3,3,2,6,82,5,0,0,0,0,1,0,0,0,0,0,0,4.14,0.06
5073,831838,DEN,OAK,RUSH,8,38,3,10,52,0,14,3,3,3,1,87,5,1,0,0,0,1,0,0,0,0,0,0,4.2,1.15
5073,831839,DEN,OAK,RUSH,9,35,3,10,14,0,14,3,3,1,6,94,5,0,1,0,0,1,0,0,0,0,0,0,5.35,-0.44
5073,831840,DEN,OAK,PASS,10,7,3,9,39,0,14,3,3,2,6,94,5,0,0,0,0,0,0,0,0,0,0,0,4.91,-0.78
5073,831841,DEN,OAK,PASS,11,10,3,9,32,0,14,3,3,3,6,94,5,0,1,0,0,0,1,1,0,0,0,0,4.13,-1.26
5073,831842,DEN,OAK,FGXP,12,2,3,9,22,0,14,3,2,4,8,92,5,0,0,0,3,0,0,0,0,0,0,0,2.87,0.13
5073,831843,OAK,DEN,KOFF,0,6,3,9,20,14,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831844,OAK,DEN,RUSH,1,35,3,9,20,14,3,2,3,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,-0.62
5073,831845,OAK,DEN,PASS,2,38,3,8,38,14,3,2,3,2,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.26,0.17
5073,831846,OAK,DEN,RUSH,3,50,3,8,0,14,3,2,3,3,4,31,2,0,1,1,0,1,0,0,0,0,0,0,0.43,-0.94
5073,831847,DEN,OAK,PUNT,0,7,3,7,10,3,14,3,2,4,1,34,2,0,0,0,0,0,0,0,0,0,0,0,-0.51,-0.3
5073,831848,DEN,OAK,RUSH,1,17,3,7,3,3,14,3,2,1,10,24,2,0,0,0,0,1,0,0,0,0,0,0,0.81,0.51
5073,831849,DEN,OAK,PASS,2,4,3,6,46,3,14,3,2,2,2,32,2,0,0,0,0,0,0,0,0,0,0,0,1.32,-0.4
5073,831850,DEN,OAK,PASS,3,31,3,6,42,3,14,2,2,3,2,32,2,1,1,0,0,1,0,0,0,0,0,0,0.92,0.82
5073,831851,DEN,OAK,RUSH,4,26,3,6,11,3,14,2,2,1,10,36,2,0,0,0,0,1,0,0,0,0,0,0,1.74,-0.11
5073,831852,DEN,OAK,RUSH,5,32,3,5,45,3,14,2,2,2,6,40,2,1,0,0,0,1,0,0,0,0,0,0,1.63,0.88
5073,831853,DEN,OAK,RUSH,6,19,3,5,13,3,14,2,2,1,10,47,3,1,1,0,0,1,0,1,0,0,0,0,2.51,2.07
5073,831854,DEN,OAK,RUSH,7,25,3,4,54,3,14,2,2,1,10,87,5,0,0,0,0,1,0,0,0,0,0,0,4.58,0.25
5073,831855,DEN,OAK,RUSH,8,40,3,4,29,3,14,2,2,2,5,92,5,0,0,0,0,1,0,0,0,0,0,0,4.83,-0.71
5073,831856,DEN,OAK,PASS,9,4,3,3,49,3,14,2,2,3,5,92,5,0,1,0,0,0,0,0,0,0,0,0,4.12,-1.25
5073,831857,DEN,OAK,FGXP,10,3,3,3,45,3,14,2,2,4,5,92,5,0,0,0,3,0,0,0,0,0,0,0,2.87,0.13
5073,831858,OAK,DEN,KOFF,0,6,3,3,42,14,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831859,OAK,DEN,PASS,1,30,3,3,42,14,6,2,2,1,10,25,2,0,0,0,0,0,0,0,0,0,0,0,0.88,-0.62
5073,831860,OAK,DEN,PASS,2,39,3,3,36,14,6,2,2,2,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.26,0.74
5073,831861,OAK,DEN,RUSH,3,39,3,2,57,14,6,2,2,3,2,33,2,1,0,0,0,1,0,0,0,0,0,0,1,1.31
5073,831862,OAK,DEN,PASS,4,6,3,2,18,14,6,2,2,1,10,44,3,0,1,0,0,0,0,0,0,0,0,0,2.31,-0.61
5073,831863,OAK,DEN,RUSH,5,43,3,2,12,14,6,2,2,2,10,44,3,0,0,0,0,1,0,0,0,0,0,0,1.7,0.33
5073,831864,OAK,DEN,PASS,6,5,3,1,29,14,6,2,2,3,3,51,3,0,1,0,0,0,0,0,0,0,0,0,2.03,-1.53
5073,831865,DEN,OAK,PUNT,0,6,3,1,24,6,14,2,2,4,3,51,3,0,0,0,0,0,0,1,0,0,0,0,0.5,0.18
5073,831866,DEN,OAK,PASS,1,34,3,1,18,6,14,2,2,1,10,5,1,0,0,0,0,1,0,0,0,0,0,0,-0.68,0.67
5073,831867,DEN,OAK,RUSH,2,40,3,0,44,6,14,2,2,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,-0.01,-0.79
5073,831868,DEN,OAK,PASS,3,30,3,0,4,6,14,2,2,3,3,12,1,0,1,0,0,0,0,0,0,0,0,0,-0.8,-1.13
5073,831869,OAK,DEN,PUNT,0,9,4,15,0,14,6,2,2,4,3,12,1,0,0,0,0,0,0,0,0,0,0,0,-1.93,-0.11
5073,831870,OAK,DEN,PASS,1,47,4,14,51,14,6,2,2,1,10,40,2,1,0,0,0,1,0,0,0,0,0,0,2.04,1.62
5073,831871,OAK,DEN,RUSH,2,39,4,14,4,14,6,2,2,1,10,68,4,0,0,0,0,1,0,0,0,0,0,0,3.66,-0.66
5073,831872,OAK,DEN,PASS,3,42,4,13,25,14,6,2,2,2,11,67,4,0,1,0,0,1,0,0,0,0,0,0,3,-0.09
5073,831873,OAK,DEN,PASS,4,46,4,12,43,14,6,2,2,3,6,72,4,1,1,0,0,1,0,0,0,0,0,0,2.91,2.75
5073,831874,OAK,DEN,RUSH,5,5,4,11,57,14,6,2,2,1,4,96,5,1,0,0,7,0,0,0,0,0,0,0,5.66,1.34
5073,831875,OAK,DEN,FGXP,5,3,4,11,52,21,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831876,DEN,OAK,KOFF,0,6,4,11,52,6,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831877,DEN,OAK,RUSH,1,35,4,11,52,6,21,2,2,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.88,-0.62
5073,831878,DEN,OAK,PASS,2,55,4,11,27,6,21,2,2,2,10,25,2,1,0,0,0,1,0,0,0,0,0,0,0.26,3.83
5073,831879,DEN,OAK,RUSH,3,34,4,10,32,6,21,2,2,1,10,78,4,0,0,0,0,1,0,0,0,0,0,0,4.09,0.05
5073,831880,DEN,OAK,PASS,4,35,4,9,58,6,21,2,2,2,6,82,5,0,1,1,0,1,0,0,0,0,0,0,4.14,-0.16
5073,831881,DEN,OAK,PASS,5,40,4,9,23,6,21,2,2,3,2,86,5,0,1,1,0,0,1,0,0,0,0,0,3.98,-1.7
5073,831882,DEN,OAK,FGXP,6,4,4,8,43,6,21,2,2,4,9,79,4,0,0,0,3,0,0,0,0,0,0,0,2.28,0.72
5073,831883,OAK,DEN,KOFF,0,12,4,8,39,21,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831884,OAK,DEN,RUSH,1,46,4,8,27,21,9,2,2,1,10,70,4,0,0,0,0,1,0,0,0,0,0,0,3.75,0.27
5073,831885,OAK,DEN,RUSH,2,45,4,7,41,21,9,2,2,2,2,78,4,1,0,0,0,1,0,0,0,0,0,0,4.02,0.27
5073,831886,OAK,DEN,RUSH,3,47,4,6,56,21,9,2,2,1,10,82,5,0,0,0,0,1,0,0,0,0,0,0,4.29,-0.18
5073,831887,OAK,DEN,RUSH,4,45,4,6,9,21,9,2,2,2,8,84,5,0,0,0,0,1,0,0,0,0,0,0,4.11,-0.22
5073,831888,OAK,DEN,RUSH,5,43,4,5,24,21,9,2,2,3,4,88,5,0,0,0,0,1,0,0,0,0,0,0,3.89,-1.13
5073,831889,OAK,DEN,FGXP,6,3,4,4,41,21,9,2,2,4,3,89,5,0,0,0,3,0,0,0,0,0,0,0,2.76,0.24
5073,831890,DEN,OAK,KOFF,0,6,4,4,38,9,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831891,DEN,OAK,PASS,1,30,4,4,38,9,24,2,2,1,10,25,2,1,1,0,0,1,0,1,0,0,0,0,0.88,1.82
5073,831892,DEN,OAK,PASS,2,27,4,4,32,9,24,2,2,1,10,50,3,0,1,1,0,1,0,0,0,0,0,0,2.7,0.34
5073,831893,DEN,OAK,PASS,3,29,4,4,5,9,24,2,2,2,2,58,3,1,1,1,0,1,0,0,0,0,0,0,3.04,1.14
5073,831894,DEN,OAK,PASS,4,30,4,3,36,9,24,2,2,1,10,80,5,0,1,1,0,1,0,0,0,0,0,0,4.18,-0.03
5073,831895,DEN,OAK,PASS,5,5,4,3,6,9,24,2,2,2,7,83,5,0,1,1,0,0,0,0,0,0,0,0,4.15,-0.76
5073,831896,DEN,OAK,PASS,6,18,4,3,1,9,24,2,2,3,7,83,5,1,1,0,0,1,0,0,0,0,0,0,3.39,2.65
5073,831897,DEN,OAK,RUSH,7,25,4,2,43,9,24,2,2,1,2,98,5,0,0,1,0,1,0,0,0,0,0,0,6.04,-0.08
5073,831898,DEN,OAK,PASS,8,3,4,2,18,9,24,2,2,2,1,99,5,1,0,1,7,0,0,0,0,0,0,0,5.96,1.04
5073,831899,DEN,OAK,FGXP,8,3,4,2,15,16,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831900,OAK,DEN,KOFF,0,6,4,2,15,24,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,831901,OAK,DEN,RUSH,1,25,4,2,15,24,16,2,2,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,-0.49
5073,831902,OAK,DEN,RUSH,2,11,4,2,11,24,16,2,1,2,9,26,2,0,0,0,0,1,0,0,0,0,0,0,0.39,-0.53
5073,831903,OAK,DEN,PASS,3,45,4,2,0,24,16,2,1,3,8,27,2,1,0,0,0,1,0,0,0,0,0,0,-0.14,1.95
5073,831904,OAK,DEN,RUSH,4,41,4,1,15,24,16,2,1,1,10,37,2,1,0,0,0,1,0,0,0,0,0,0,1.81,0.89
5073,831905,OAK,DEN,RUSH,5,34,4,0,34,24,16,2,1,1,10,50,3,0,0,0,0,0,0,0,0,0,0,0,2.7,0
5074,831906,TB,CAR,KOFF,0,6,1,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,831907,TB,CAR,PASS,1,30,1,15,0,0,0,3,3,1,10,25,2,1,0,0,0,1,0,0,0,0,0,0,0.88,1.63
5074,831908,TB,CAR,RUSH,2,29,1,14,25,0,0,3,3,1,10,47,3,0,0,0,0,1,0,1,0,0,0,0,2.51,-1
5074,831909,TB,CAR,PASS,3,40,1,13,56,0,0,3,3,2,14,43,3,0,1,0,0,1,0,0,0,0,0,0,1.51,-0.77
5074,831910,TB,CAR,PASS,4,4,1,13,16,0,0,3,3,3,14,43,3,0,1,0,0,0,0,0,0,0,0,0,0.74,-1.06
5074,831911,CAR,TB,PUNT,0,11,1,13,12,0,0,3,3,4,14,43,3,0,0,0,0,0,0,0,0,1,0,0,-0.32,0.62
5074,831912,CAR,TB,PASS,1,32,1,13,1,0,0,3,3,1,10,10,1,1,1,0,0,1,0,0,0,0,0,0,-0.3,0.94
5074,831913,CAR,TB,RUSH,2,39,1,12,29,0,0,3,3,1,10,22,2,1,0,0,0,1,0,0,0,0,0,0,0.64,0.8
5074,831914,CAR,TB,RUSH,3,35,1,11,50,0,0,3,3,1,10,32,2,0,1,0,0,1,0,0,0,0,0,0,1.44,-0.21
5074,831915,CAR,TB,PASS,4,35,1,11,15,0,0,3,3,2,7,35,2,0,1,0,0,1,0,0,0,0,0,0,1.23,-0.25
5074,831916,CAR,TB,PASS,5,28,1,10,40,0,0,3,3,3,4,38,2,1,1,0,0,1,0,0,0,0,0,0,0.98,1.33
5074,831917,CAR,TB,RUSH,6,21,1,10,12,0,0,3,3,1,10,44,3,0,1,0,0,1,0,0,0,0,0,0,2.31,0.13
5074,831918,CAR,TB,RUSH,7,43,1,9,51,0,0,3,3,2,4,50,3,0,1,0,0,1,0,0,0,0,0,0,2.44,-1.01
5074,831919,CAR,TB,PASS,8,28,1,9,8,0,0,3,3,3,7,47,3,0,1,0,0,1,0,0,0,0,0,0,1.43,-0.58
5074,831920,CAR,TB,RUSH,9,9,1,8,40,0,0,3,3,4,1,53,3,0,1,0,0,1,0,0,0,0,0,0,0.85,-3.36
5074,831921,TB,CAR,RUSH,1,41,1,8,31,0,0,3,2,1,10,47,3,0,0,0,0,1,0,0,0,0,0,0,2.51,-0.41
5074,831922,TB,CAR,PASS,2,42,1,7,50,0,0,3,2,2,8,49,3,1,0,0,0,1,0,0,0,0,0,0,2.1,1.69
5074,831923,TB,CAR,RUSH,3,38,1,7,8,0,0,3,2,1,10,71,4,0,0,0,0,1,0,0,0,0,0,0,3.79,0.12
5074,831924,TB,CAR,RUSH,4,44,1,6,30,0,0,3,2,2,4,77,4,0,0,0,0,1,0,0,0,0,0,0,3.91,-0.27
5074,831925,TB,CAR,PASS,5,6,1,5,46,0,0,3,2,3,2,79,4,0,1,0,0,0,0,0,0,0,0,0,3.64,-1.29
5074,831926,TB,CAR,FGXP,6,4,1,5,40,0,0,3,2,4,2,79,4,0,0,0,3,0,0,0,0,0,0,0,2.35,0.65
5074,831927,CAR,TB,KOFF,0,6,1,5,36,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,831928,CAR,TB,PASS,1,30,1,5,36,0,3,2,3,1,10,25,2,1,1,0,0,1,0,0,0,0,0,0,0.88,2.83
5074,831929,CAR,TB,PASS,2,3,1,5,2,0,3,2,3,1,10,69,4,0,1,1,0,0,0,0,0,0,0,0,3.71,-0.56
5074,831930,CAR,TB,PASS,3,41,1,4,59,0,3,2,3,2,10,69,4,0,1,0,0,1,0,0,0,0,0,0,3.15,0.03
5074,831931,CAR,TB,PASS,4,31,1,4,18,0,3,2,3,3,4,75,4,1,1,0,0,1,0,0,0,0,0,0,3.18,1.21
5074,831932,CAR,TB,RUSH,5,39,1,3,47,0,3,2,3,1,10,84,5,0,0,0,0,1,0,0,0,0,0,0,4.39,-0.17
5074,831933,CAR,TB,PASS,6,8,1,3,8,0,3,2,3,2,8,86,5,0,1,0,0,0,0,0,0,0,0,0,4.22,-0.75
5074,831934,CAR,TB,PASS,7,4,1,3,0,0,3,2,3,3,8,86,5,0,1,0,0,0,0,0,0,0,0,0,3.47,-0.87
5074,831935,CAR,TB,FGXP,8,4,1,2,56,0,3,2,3,4,8,86,5,0,0,0,3,0,0,0,0,0,0,0,2.6,0.4
5074,831936,TB,CAR,KOFF,0,6,1,2,52,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,831937,TB,CAR,RUSH,1,35,1,2,52,3,3,3,2,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,-0.36
5074,831938,TB,CAR,PASS,2,30,1,2,11,3,3,3,2,2,8,27,2,0,1,0,0,1,0,0,0,0,0,0,0.52,0.84
5074,831939,TB,CAR,NOPL,2,20,1,2,11,3,3,3,2,3,1,34,2,0,0,0,0,0,0,1,0,0,0,0,1.36,-1.25
5074,831940,TB,CAR,PASS,3,31,1,1,22,3,3,3,2,3,6,29,2,0,1,0,0,1,0,0,0,0,0,0,0.11,-0.62
5074,831941,CAR,TB,PUNT,0,11,1,0,51,3,3,2,3,4,1,34,2,0,0,0,0,0,0,0,0,1,0,0,-0.51,-0.13
5074,831942,CAR,TB,RUSH,1,34,1,0,40,3,3,2,3,1,10,22,2,0,0,0,0,1,0,0,0,0,0,0,0.64,0.09
5074,831943,CAR,TB,NOPL,1,20,1,0,6,3,3,2,3,2,5,27,2,0,0,0,0,0,0,1,0,0,0,0,0.73,0.59
5074,831944,CAR,TB,RUSH,2,41,2,15,0,3,3,2,3,2,1,31,2,1,0,0,0,1,0,0,0,0,0,0,1.32,0.27
5074,831945,CAR,TB,PASS,3,6,2,14,19,3,3,2,3,1,10,34,2,0,1,0,0,0,0,0,0,0,0,0,1.59,-0.6
5074,831946,CAR,TB,RUSH,4,23,2,14,13,3,3,2,3,2,10,34,2,0,1,0,0,1,0,1,0,0,0,0,0.99,-1.06
5074,831947,CAR,TB,NOPL,4,21,2,13,50,3,3,2,3,2,19,25,2,0,0,0,0,0,0,1,0,0,0,0,-0.07,-0.6
5074,831948,CAR,TB,RUSH,5,38,2,13,29,3,3,2,3,2,24,20,1,0,1,0,0,1,0,0,0,0,0,0,-0.67,-0.03
5074,831949,CAR,TB,PASS,6,4,2,12,51,3,3,2,3,3,19,25,2,0,1,0,0,0,0,0,0,0,0,0,-0.7,-0.86
5074,831950,TB,CAR,PUNT,0,15,2,12,47,3,3,3,2,4,19,25,2,0,0,0,0,0,0,1,0,0,0,0,-1.56,0.92
5074,831951,TB,CAR,NOPL,0,20,2,12,32,3,3,3,2,1,10,22,2,0,0,0,0,0,0,1,0,0,0,0,0.64,-0.67
5074,831952,TB,CAR,RUSH,1,35,2,12,32,3,3,3,2,1,15,17,1,0,0,0,0,1,0,0,0,0,0,0,-0.03,-0.79
5074,831953,TB,CAR,PASS,2,38,2,11,51,3,3,3,2,2,17,15,1,0,1,0,0,1,0,0,0,0,0,0,-0.82,0.32
5074,831954,TB,CAR,NOPL,2,21,2,11,13,3,3,3,2,3,9,23,2,0,0,0,0,0,0,1,0,0,0,0,-0.5,-0.7
5074,831955,TB,CAR,PASS,3,46,2,10,52,3,3,3,2,3,14,18,1,0,1,0,0,0,1,0,0,0,0,0,-1.2,-0.99
5074,831956,CAR,TB,PUNT,0,11,2,10,6,3,3,2,3,4,14,18,1,0,0,0,0,0,0,0,0,0,0,0,-2.19,-0.98
5074,831957,CAR,TB,PASS,1,40,2,9,55,3,3,2,3,1,10,58,3,1,1,0,0,1,0,0,0,0,0,0,3.17,0.76
5074,831958,CAR,TB,PASS,2,4,2,9,15,3,3,2,3,1,10,74,4,0,1,0,0,0,0,0,0,0,0,0,3.93,-0.59
5074,831959,CAR,TB,PASS,3,37,2,9,11,3,3,2,3,2,10,74,4,0,1,0,0,1,0,0,0,0,0,0,3.34,0.17
5074,831960,CAR,TB,PASS,4,4,2,8,34,3,3,2,3,3,3,81,5,0,1,0,0,0,0,0,0,0,0,0,3.51,-1.08
5074,831961,CAR,TB,FGXP,5,4,2,8,30,3,3,2,3,4,3,81,5,0,0,0,3,0,0,0,0,0,0,0,2.43,0.57
5074,831962,TB,CAR,KOFF,0,6,2,8,26,3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,831963,TB,CAR,PASS,1,30,2,8,26,3,6,3,2,1,10,25,2,0,0,0,0,1,0,0,0,0,0,0,0.88,0.37
5074,831964,TB,CAR,RUSH,2,38,2,7,48,3,6,3,2,2,3,32,2,1,0,0,0,1,0,0,0,0,0,0,1.25,0.71
5074,831965,TB,CAR,RUSH,3,38,2,7,10,3,6,3,2,1,10,39,2,0,0,0,0,1,0,0,0,0,0,0,1.96,0.14
5074,831966,TB,CAR,NOPL,3,5,2,6,32,3,6,3,2,2,4,45,3,0,0,0,0,0,0,1,0,0,0,0,2.1,-1.18
5074,831967,TB,CAR,PASS,4,4,2,6,27,3,6,3,2,2,14,35,2,0,1,0,0,0,0,0,0,0,0,0,0.92,-0.7
5074,831968,TB,CAR,PASS,5,39,2,6,23,3,6,3,2,3,14,35,2,0,1,0,0,1,0,0,0,0,0,0,0.22,-0.31
5074,831969,CAR,TB,PUNT,0,10,2,5,44,6,3,2,3,4,5,44,3,0,0,0,0,0,0,0,0,0,0,0,-0.09,0.63
5074,831970,CAR,TB,PASS,1,42,2,5,34,6,3,2,3,1,10,7,1,1,1,0,0,1,0,0,0,0,0,0,-0.54,0.86
5074,831971,CAR,TB,PASS,2,4,2,4,52,6,3,2,3,1,10,18,1,0,1,0,0,0,0,0,0,0,0,0,0.32,-0.62
5074,831972,CAR,TB,RUSH,3,46,2,4,48,6,3,2,3,2,10,18,1,0,0,0,0,1,0,0,0,0,0,0,-0.3,-0.43
5074,831973,CAR,TB,PASS,4,5,2,4,2,6,3,2,3,3,8,20,1,0,1,0,0,0,0,0,0,0,0,0,-0.73,-0.88
5074,831974,TB,CAR,PUNT,0,10,2,3,57,3,6,3,2,4,8,20,1,0,0,0,0,0,0,0,0,1,0,0,-1.61,0.47
5074,831975,TB,CAR,PASS,1,40,2,3,47,3,6,3,2,1,10,28,2,1,0,0,0,1,0,0,0,0,0,0,1.14,2.57
5074,831976,TB,CAR,RUSH,2,39,2,3,7,3,6,3,2,1,10,69,4,0,0,0,0,1,0,0,0,0,0,0,3.71,0.02
5074,831977,TB,CAR,RUSH,3,28,2,2,28,3,6,3,2,2,5,74,4,0,0,0,0,1,0,0,0,0,0,0,3.73,-0.55
5074,831978,TB,CAR,PASS,4,35,2,2,0,3,6,3,2,3,4,75,4,1,1,0,0,1,0,0,0,0,0,0,3.18,1
5074,831979,TB,CAR,PASS,5,5,2,1,25,3,6,3,2,1,10,80,5,1,0,0,7,0,0,0,0,0,0,0,4.18,2.82
5074,831980,TB,CAR,FGXP,5,3,2,1,20,10,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,831981,CAR,TB,KOFF,0,6,2,1,20,6,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,831982,CAR,TB,PASS,1,20,2,1,20,6,10,2,3,1,10,25,2,0,1,0,0,1,0,0,0,0,0,0,0.88,0.52
5074,831983,CAR,TB,PASS,2,22,2,1,1,6,10,2,3,2,2,33,2,1,1,1,0,1,0,0,0,0,0,0,1.4,0.71
5074,831984,CAR,TB,PASS,3,5,2,0,39,6,10,2,3,1,10,41,3,0,1,1,0,0,0,0,0,0,0,0,2.11,-0.58
5074,831985,CAR,TB,PASS,4,6,2,0,34,6,10,2,3,2,10,41,3,1,1,0,0,1,0,0,0,0,0,0,1.53,1.41
