gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,act1,ptm2,pen2,desc2,cat2,pey2,act2,ptm3,pen3,desc3,cat3,pey3,act3,ints,iry,fum,frcv,fry,forc,fuml,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,eps,epa
5063,830090,(1:30) (Shotgun) C.McCaffrey left guard to LA 35 for -1 yards (J.Johnson).,CAR,LA,RUSH,8,35,1,1,30,0,0,2,3,3,12,66,4,-1,,,Y,,,CM-1225,,LG,JJ-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,-1.02
5063,830091,"(:47) J.Slye 53 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-M.Palardy.",CAR,LA,FGXP,9,6,1,0,47,0,0,2,3,4,13,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,JS-3825,53,N,,,,,,,,,,,,,,1.25,-3.49
5063,830092,(:41) J.Goff pass incomplete short left to J.Reynolds.,LA,CAR,PASS,1,5,1,0,41,0,0,3,2,1,10,43,3,,,,,,,,,,,,JG-1850,,,SL,JR-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,-0.6
5063,830093,(:36) (Shotgun) T.Gurley up the middle to LA 45 for 2 yards (L.Kuechly; E.Obada).,LA,CAR,RUSH,2,20,1,0,36,0,0,3,2,2,10,43,3,2,,,Y,,,TG-1950,,MD,EO-0050,LK-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,-0.56
5063,830094,"(:16) (No Huddle, Shotgun) J.Goff pass short right to R.Woods to CAR 33 for 22 yards (T.Boston). Penalty on CAR-K.Short, Defensive Offside, declined. Penalty on CAR-K.Short, Defensive Too Many Men on Field, declined.",LA,CAR,PASS,3,30,1,0,16,0,0,3,2,3,8,45,3,22,Y,Y,Y,Y,,,,,,,JG-1850,Y,,SR,RW-4050,,TB-1850,,,,CAR,KS-0850,Defensive Offside,4,,D,CAR,KS-0850,Defensive Too Many Men on Field,8,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,2.54
5063,830095,(15:00) T.Gurley left end to CAR 27 for 6 yards (S.Thompson).,LA,CAR,RUSH,4,25,2,15,0,0,0,3,2,1,10,67,4,6,Y,,,,,TG-1950,,LE,ST-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,0.1
5063,830096,(14:35) (No Huddle) R.Woods right end to CAR 31 for -4 yards (B.Burns).,LA,CAR,RUSH,5,41,2,14,35,0,0,3,2,2,4,73,4,-4,,,,Y,,RW-4050,,RE,BB-3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,-1.14
5063,830097,(13:54) (Shotgun) J.Goff pass incomplete deep left to R.Woods.,LA,CAR,PASS,6,6,2,13,54,0,0,3,2,3,8,69,4,,,,Y,,,,,,,,JG-1850,,,DL,RW-4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,-0.96
5063,830098,"(13:48) G.Zuerlein 49 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",LA,CAR,FGXP,7,5,2,13,48,0,0,3,2,4,8,69,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,GZ-2000,49,Y,,,,,,,,,,,,,,1.62,1.38
5063,830099,G.Zuerlein kicks 65 yards from LA 35 to CAR 0. R.McCloud to CAR 25 for 25 yards (T.Hill; M.Christian).,CAR,LA,KOFF,0,5,2,13,43,0,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GZ-2000,65,40,,RM-2050,25,0,0
5063,830100,"(13:38) C.McCaffrey right end to CAR 27 for 2 yards (B.Hager; C.Littleton). PENALTY on CAR-C.Manhertz, Offensive Holding, 10 yards, enforced at CAR 25 - No Play.",CAR,LA,NOPL,0,23,2,13,38,0,3,2,3,1,10,25,2,,,,,,,,,,,,,,,,,,,,,,CAR,CM-0175,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,-1.26
5063,830101,"(13:15) (Shotgun) C.Newton to CAR 8 for -7 yards (S.Ebukam). FUMBLES (S.Ebukam), RECOVERED by LA-S.Ebukam at CAR 10. S.Ebukam to CAR 10 for no gain (D.Moore).",CAR,LA,RUSH,1,8,2,13,15,0,3,2,3,1,20,15,1,-5,,,Y,,,CN-0500,,MD,SE-0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CN-0500,SE-0025,0,SE-0025,Y,,,,,,,,,,,,,,,,,,,,,-0.38,-4.41
5063,830102,(13:07) M.Brown left guard to CAR 5 for 5 yards (D.Poe).,LA,CAR,RUSH,1,17,2,13,7,3,0,3,2,1,10,90,5,5,Y,,,,,MB-3862,,LG,DP-1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,0.26
5063,830103,"(12:50) (No Huddle) M.Brown up the middle for 5 yards, TOUCHDOWN.",LA,CAR,RUSH,2,6,2,12,50,3,0,3,2,2,5,95,5,5,Y,Y,,Y,7,MB-3862,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,1.95
5063,830104,"G.Zuerlein extra point is GOOD, Center-J.McQuaide, Holder-J.Hekker.",LA,CAR,FGXP,2,3,2,12,44,10,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,GZ-2000,33,Y,,,,,,,,,,,,,,0,0
5063,830105,G.Zuerlein kicks 59 yards from LA 35 to CAR 6. R.McCloud to CAR 32 for 26 yards (T.Rapp).,CAR,LA,KOFF,0,6,2,12,44,0,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GZ-2000,59,33,,RM-2050,26,0,0
5063,830106,(12:37) C.McCaffrey right tackle to CAR 45 for 13 yards (A.Talib; E.Weddle).,CAR,LA,RUSH,1,33,2,12,37,0,10,2,3,1,10,32,2,13,Y,Y,,,,CM-1225,,RT,EW-0400,AT-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,0.93
5063,830107,(12:04) (Shotgun) C.McCaffrey right guard to CAR 45 for no gain (M.Fox).,CAR,LA,RUSH,2,38,2,12,4,0,10,2,3,1,10,45,3,0,,,Y,,,CM-1225,,RG,MF-1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,-0.62
5063,830108,(11:26) (Shotgun) C.Newton sacked at CAR 35 for -10 yards (D.Fowler Jr.).,CAR,LA,PASS,3,40,2,11,26,0,10,2,3,2,10,45,3,-10,,,Y,,,,,,,,CN-0500,,,,,,,,DF-1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,-1.76
5063,830109,(10:46) (Shotgun) C.Newton pass short right to C.McCaffrey to CAR 44 for 9 yards (E.Weddle; T.Rapp).,CAR,LA,PASS,4,52,2,10,46,0,10,2,3,3,20,35,2,9,,,Y,,,,,,,,CN-0500,Y,,SR,CM-1225,,TR-0075,EW-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.2
5063,830110,"(9:54) (Punt formation) PENALTY on CAR, Delay of Game, 5 yards, enforced at CAR 44 - No Play.",CAR,LA,NOPL,4,11,2,9,54,0,10,2,3,4,11,44,3,,,,,,,,,,,,,,,,,,,,,,CAR,,Delay of Game,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.38
5063,830111,"(9:43) M.Palardy punts 58 yards to LA 3, Center-J.Jansen. J.Natson to LA 6 for 3 yards (N.Jamerson). PENALTY on LA-S.Ebukam, Unnecessary Roughness, 3 yards, enforced at LA 6.",LA,CAR,PUNT,0,11,2,9,43,10,0,3,2,4,16,39,2,,,,,,,,,,,,,,,,,,,,,,LA,SE-0025,Unnecessary Roughness,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP-0050,58,55,,JN-0350,3,,,,,,,,-0.59,1.38
5063,830112,(9:32) T.Gurley right end to LA 5 for 2 yards (E.Obada; J.Bradberry).,LA,CAR,RUSH,1,38,2,9,32,10,0,3,2,1,10,3,1,2,,,,,,TG-1950,,RE,EO-0050,JB-4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.79,-0.35
5063,830113,(8:54) (Shotgun) J.Goff pass short right to R.Woods to LA 11 for 6 yards (E.Obada).,LA,CAR,PASS,2,30,2,8,54,10,0,3,2,2,8,5,1,6,Y,,Y,,,,,,,,JG-1850,Y,,SR,RW-4050,,EO-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.14,0.49
5063,830114,(8:24) (Shotgun) J.Goff pass short left to R.Woods to LA 14 for 3 yards (S.Thompson).,LA,CAR,PASS,3,40,2,8,24,10,0,3,2,3,2,11,1,3,Y,Y,Y,,,,,,,,JG-1850,Y,,SL,RW-4050,,ST-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,0.67
5063,830115,"(7:44) T.Gurley left end to LA 12 for -2 yards (K.Short, L.Kuechly).",LA,CAR,RUSH,4,24,2,7,44,10,0,3,2,1,10,14,1,-2,,,,,,TG-1950,,LE,KS-0850,LK-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.84
5063,830116,(7:20) J.Goff pass short right to R.Woods to LA 21 for 9 yards (L.Kuechly) [K.Short].,LA,CAR,PASS,5,48,2,7,20,10,0,3,2,2,12,12,1,9,Y,,,,,,,,,,JG-1850,Y,,SR,RW-4050,,LK-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.82,0.58
5063,830117,(6:32) (Shotgun) J.Goff pass incomplete short middle to B.Cooks [K.Short].,LA,CAR,PASS,6,5,2,6,32,10,0,3,2,3,3,21,2,,,,Y,,,,,,,,JG-1850,,,SM,BC-2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-1.23
5063,830118,"(6:27) (Punt formation) J.Hekker punts 63 yards to CAR 16, Center-J.McQuaide. R.McCloud to CAR 27 for 11 yards (B.Hager; T.Reeder).",CAR,LA,PUNT,0,13,2,6,27,0,10,2,3,4,3,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JH-3230,63,52,,RM-2050,11,,,,,,,,-1.47,0.41
5063,830119,(6:14) C.McCaffrey up the middle to CAR 28 for 1 yard (M.Brockers).,CAR,LA,RUSH,1,37,2,6,14,0,10,2,3,1,10,27,2,1,,,,,,CM-1225,,MD,MB-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,-0.51
5063,830120,(5:37) C.Newton pass short right to C.McCaffrey to CAR 33 for 5 yards (C.Littleton).,CAR,LA,PASS,2,29,2,5,37,0,10,2,3,2,9,28,2,5,,,,,,,,,,,CN-0500,Y,,SR,CM-1225,,CL-0987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.03
5063,830121,(5:08) (Shotgun) C.Newton pass incomplete short right to G.Olsen (C.Littleton).,CAR,LA,PASS,3,4,2,5,8,0,10,2,3,3,4,33,2,,,,Y,,,,,,,,CN-0500,,,SR,GO-0100,CL-0987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,-1.41
5063,830122,"(5:04) M.Palardy punts 38 yards to LA 29, Center-J.Jansen, fair catch by J.Natson.",LA,CAR,PUNT,0,8,2,5,4,10,0,3,2,4,4,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP-0050,38,38,,JN-0350,,Y,,,,,,,-0.83,-0.38
5063,830123,(4:56) M.Brown left guard to LA 30 for 1 yard (J.Elliott; S.Thompson).,LA,CAR,RUSH,1,38,2,4,56,10,0,3,2,1,10,29,2,1,,,,,,MB-3862,,LG,ST-0550,JE-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,-0.5
5063,830124,(4:18) (Shotgun) M.Brown left tackle to LA 47 for 17 yards (T.Boston).,LA,CAR,RUSH,2,23,2,4,18,10,0,3,2,2,9,30,2,17,Y,Y,Y,,,MB-3862,,LT,TB-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,1.8
5063,830125,(3:55) (No Huddle) M.Brown left guard to LA 48 for 1 yard (L.Kuechly; S.Thompson).,LA,CAR,RUSH,3,37,2,3,55,10,0,3,2,1,10,47,3,1,,,,Y,,MB-3862,,LG,ST-0550,LK-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,-0.53
5063,830126,(3:18) (Shotgun) J.Goff scrambles left end pushed ob at CAR 49 for 3 yards (D.Jackson).,LA,CAR,RUSH,4,44,2,3,18,10,0,3,2,2,9,48,3,3,,,Y,,,JG-1850,,LE,DJ-0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,-0.2
5063,830127,(2:34) (Shotgun) J.Goff pass short right to G.Everett to CAR 42 for 7 yards (R.Cockrell).,LA,CAR,PASS,5,34,2,2,34,10,0,3,2,3,6,51,3,7,Y,Y,Y,,,,,,,,JG-1850,Y,,SR,GE-0400,,RC-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.39
5063,830128,(2:00) (Shotgun) J.Goff pass incomplete short middle to C.Kupp.,LA,CAR,PASS,6,4,2,2,0,10,0,3,2,1,10,58,3,,,,Y,,,,,,,,JG-1850,,,SM,CK-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,-0.62
5063,830129,(1:56) (Shotgun) J.Goff pass short middle to C.Kupp to CAR 38 for 4 yards (S.Thompson).,LA,CAR,PASS,7,43,2,1,56,10,0,3,2,2,10,58,3,4,,,Y,,,,,,,,JG-1850,Y,,SM,CK-1300,,ST-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,-0.14
5063,830130,(1:13) (Shotgun) J.Goff pass incomplete short right to C.Kupp (J.Elliott).,LA,CAR,PASS,8,6,2,1,13,10,0,3,2,3,6,62,4,,,,Y,,,,,,,,JG-1850,,,SR,CK-1300,JE-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,-1.25
5063,830131,"(1:07) G.Zuerlein 56 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",LA,CAR,FGXP,9,5,2,1,7,10,0,3,2,4,6,62,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,GZ-2000,56,Y,,,,,,,,,,,,,,1.16,1.84
5063,830132,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",CAR,LA,KOFF,0,6,2,1,2,0,13,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GZ-2000,65,40,Y,,,0,0
5063,830133,(1:02) (Shotgun) C.Newton sacked at CAR 18 for -7 yards (D.Fowler Jr.).,CAR,LA,PASS,1,20,2,1,2,0,13,2,3,1,10,25,2,-7,,,Y,,,,,,,,CN-0500,,,,,,,,DF-1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,-1.45
5063,830134,(:50) (Shotgun) C.McCaffrey left guard to CAR 30 for 12 yards (J.Johnson; C.Littleton).,CAR,LA,RUSH,2,8,2,0,50,0,13,2,2,2,17,18,1,12,Y,,Y,,,CM-1225,,LG,CL-0987,JJ-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,0.8
5063,830135,(:42) (Shotgun) C.Newton pass short left to D.Moore to CAR 40 for 10 yards (T.Rapp).,CAR,LA,PASS,3,5,2,0,42,0,13,2,1,3,5,30,2,10,Y,Y,Y,,,,,,,,CN-0500,Y,,SL,DM-2850,,TR-0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.81
5063,830136,(:37) (Shotgun) C.Newton pass short left to D.Moore to LA 49 for 11 yards (M.Peters).,CAR,LA,PASS,4,19,2,0,37,0,13,1,1,1,10,40,2,11,Y,Y,Y,,,,,,,,CN-0500,Y,,SL,DM-2850,,MP-0950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,0.72
5063,830137,"(:18) (No Huddle, Shotgun) C.Newton pass short middle to G.Olsen to LA 43 for 6 yards (J.Johnson).",CAR,LA,PASS,5,3,2,0,18,0,13,1,1,1,10,51,3,6,Y,,Y,Y,,,,,,,CN-0500,Y,,SM,GO-0100,,JJ-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,0.16
5063,830138,(:15) (Shotgun) C.Newton pass short left to D.Moore to LA 28 for 15 yards (M.Christian) [A.Donald].,CAR,LA,PASS,6,13,2,0,15,0,13,0,1,2,4,57,3,15,Y,Y,Y,,,,,,,,CN-0500,Y,,SL,DM-2850,,MC-1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,0.93
5063,830139,(:02) C.Newton spiked the ball to stop the clock.,CAR,LA,PASS,7,20,2,0,2,0,13,0,1,1,10,72,4,0,,,,,,,,,,,CN-0500,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,-0.59
5063,830140,"(:02) J.Slye 46 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",CAR,LA,FGXP,8,3,2,0,2,0,13,0,1,2,10,72,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,JS-3825,46,Y,,,,,,,,,,,,,,3.26,-0.26
5063,830141,"J.Slye kicks 65 yards from CAR 35 to end zone, Touchback.",LA,CAR,KOFF,0,6,3,15,0,13,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JS-3825,65,40,Y,,,0,0
5063,830142,(15:00) J.Goff pass short middle to B.Cooks to LA 49 for 24 yards (T.Boston).,LA,CAR,PASS,1,30,3,15,0,13,3,3,3,1,10,25,2,24,Y,Y,,,,,,,,,JG-1850,Y,,SM,BC-2325,,TB-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.76
5063,830143,(14:22) J.Goff pass short middle to B.Cooks to CAR 36 for 15 yards (T.Boston) [M.Addison].,LA,CAR,PASS,2,48,3,14,22,13,3,3,3,1,10,49,3,15,Y,Y,,,,,,,,,JG-1850,Y,,SM,BC-2325,,TB-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,0.85
5063,830144,(13:34) T.Gurley right guard pushed ob at CAR 11 for 25 yards (T.Boston).,LA,CAR,RUSH,3,27,3,13,34,13,3,3,3,1,10,64,4,25,Y,Y,,,,TG-1950,,RG,TB-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,1.27
5063,830145,(13:07) J.Goff pass incomplete short right.,LA,CAR,PASS,4,3,3,13,7,13,3,3,3,1,10,89,5,,,,,,,,,,,,JG-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,-0.54
5063,830146,"(13:04) T.Gurley right tackle to CAR 6 for 5 yards (L.Kuechly). FUMBLES (L.Kuechly), recovered by LA-R.Havenstein at CAR 4. R.Havenstein to CAR 4 for no gain (B.Burns). PENALTY on LA-G.Everett, Offensive Holding, 10 yards, enforced at CAR 11 - No Play.",LA,CAR,NOPL,4,23,3,13,4,13,3,3,3,2,10,89,5,,,,,,,,,,,,,,,,,,,,,,LA,GE-0400,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,-1
5063,830147,(12:41) (Shotgun) J.Goff pass short left to R.Woods to CAR 9 for 12 yards (L.Kuechly; D.Poe).,LA,CAR,PASS,5,38,3,12,41,13,3,3,3,2,20,79,4,12,Y,,Y,,,,,,,,JG-1850,Y,,SL,RW-4050,,DP-1450,LK-0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,0.68
5063,830148,(12:03) (Shotgun) J.Goff pass incomplete short right to B.Cooks.,LA,CAR,PASS,6,7,3,12,3,13,3,3,3,3,8,91,5,,,,Y,,,,,,,,JG-1850,,,SR,BC-2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,-1.07
5063,830149,"(11:56) G.Zuerlein 27 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",LA,CAR,FGXP,7,3,3,11,56,13,3,3,3,4,8,91,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,GZ-2000,27,Y,,,,,,,,,,,,,,2.83,0.17
5063,830150,"G.Zuerlein kicks 62 yards from LA 35 to CAR 3, out of bounds.",CAR,LA,KOFF,0,6,3,11,53,3,16,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GZ-2000,62,25,,,,0,0
5063,830151,(11:53) C.Newton pass incomplete short right to I.Thomas [D.Fowler Jr.].,CAR,LA,PASS,1,30,3,11,53,3,16,3,3,1,10,40,2,,,,,,,,,,,,CN-0500,,,SR,IT-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,-0.57
5063,830152,(11:49) (Shotgun) C.Newton scrambles up the middle to CAR 43 for 3 yards (B.Hager).,CAR,LA,RUSH,2,42,3,11,49,3,16,3,3,2,10,40,2,3,,,Y,,,CN-0500,,MD,BH-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,-0.35
5063,830153,(11:07) (Shotgun) C.Newton pass short left to C.Samuel ran ob at LA 43 for 14 yards (J.Johnson).,CAR,LA,PASS,3,24,3,11,7,3,16,3,3,3,7,43,3,14,Y,Y,Y,,,,,,,,CN-0500,Y,,SL,CS-0050,,JJ-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.99
5063,830154,(10:43) (Shotgun) C.McCaffrey up the middle to LA 42 for 1 yard (C.Matthews; J.Johnson).,CAR,LA,RUSH,4,43,3,10,43,3,16,3,2,1,10,57,3,1,,,Y,,,CM-1225,,MD,CM-0900,JJ-3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,-0.5
5063,830155,(10:00) (Shotgun) C.Newton pass short right to J.Wright to LA 28 for 14 yards (M.Christian).,CAR,LA,PASS,5,23,3,10,0,3,16,3,2,2,9,58,3,14,Y,Y,Y,,,,,,,,CN-0500,Y,,SR,JW-6560,,MC-1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,1.24
5063,830156,"(9:37) (No Huddle, Shotgun) C.McCaffrey up the middle to LA 22 for 6 yards (M.Brockers).",CAR,LA,RUSH,6,22,3,9,37,3,16,3,2,1,10,72,4,6,Y,,Y,Y,,CM-1225,,MD,MB-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,0.12
5063,830157,"(9:15) (No Huddle, Shotgun) C.Newton pass short left to D.Moore to LA 8 for 14 yards (M.Peters; M.Christian).",CAR,LA,PASS,7,44,3,9,15,3,16,3,2,2,4,78,4,14,Y,Y,Y,Y,,,,,,,CN-0500,Y,,SL,DM-2850,,MP-0950,MC-1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,1.1
5063,830158,"(8:31) (Shotgun) C.McCaffrey up the middle for 8 yards, TOUCHDOWN.",CAR,LA,RUSH,8,3,3,8,31,3,16,3,2,1,8,92,5,8,Y,Y,Y,,7,CM-1225,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,1.93
5063,830159,"J.Slye extra point is GOOD, Center-J.Jansen, Holder-M.Palardy.",CAR,LA,FGXP,8,3,3,8,28,10,16,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,JS-3825,33,Y,,,,,,,,,,,,,,0,0
5063,830160,"J.Slye kicks 65 yards from CAR 35 to end zone, Touchback.",LA,CAR,KOFF,0,6,3,8,28,16,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JS-3825,65,40,Y,,,0,0
5063,830161,(8:28) M.Brown left tackle to LA 32 for 7 yards (J.Carter Jr.).,LA,CAR,RUSH,1,35,3,8,28,16,10,2,3,1,10,25,2,7,Y,,,,,MB-3862,,LT,JC-1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.37
5063,830162,(7:47) M.Brown left guard to LA 34 for 2 yards (E.Reid).,LA,CAR,RUSH,2,22,3,7,47,16,10,2,3,2,3,32,2,2,Y,,,,,MB-3862,,LG,ER-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.11
5063,830163,(7:25) J.Goff pass short right to T.Higbee to LA 37 for 3 yards.,LA,CAR,PASS,3,29,3,7,25,16,10,2,3,3,1,34,2,3,Y,Y,,,,,,,,,JG-1850,Y,,SR,TH-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,0.45
